,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
115,2009 Hyundai i10 MAGNA 1.2 AT AUTOMATIC,"292,999",Non-Accidental,"58,491 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,April 2009,"58,491km (12 Nov 2021)"
116,2015 Maruti Swift VDI ABS MANUAL,"611,299",Non-Accidental,"42,729 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-51-M-x-xxxx,August 2015,"42,729km (08 Dec 2021)"
117,2012 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"497,599",Non-Accidental,"57,484 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,January 2012,"57,484km (09 Nov 2021)"
118,2012 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"498,799",Non-Accidental,"49,270 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-51-M-x-xxxx,August 2012,"49,270km (31 Dec 2021)"
119,2013 Hyundai i10 SPORTZ 1.2 AT KAPPA2 AUTOMATIC,"453,399",Non-Accidental,"59,401 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,January 2013,"59,401km (14 Jan 2022)"
120,2011 Hyundai Santro Xing GL PLUS MANUAL,"321,999",Non-Accidental,"47,436 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-55-M-x-xxxx,April 2011,"47,436km (02 Jan 2022)"
121,2013 Hyundai i20 SPORTZ 1.4 AT VTVT MANUAL,"505,899",Non-Accidental,"76,298 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-M-x-xxxx,March 2013,"76,298km (25 Oct 2021)"
122,2012 Maruti Swift ZXI MANUAL,"443,499",Non-Accidental,"43,042 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-M-x-xxxx,June 2012,"43,042km (18 Oct 2021)"
123,2011 Hyundai i20 ASTA 1.4 AT VTVT AUTOMATIC,"388,299",Non-Accidental,"90,672 km",AUTOMATIC,Valid upto Jan 20233rd Party,3rd Owner,Petrol,KA-04-M-x-xxxx,July 2011,"90,672km (31 Oct 2021)"
124,2014 Maruti Swift VXI MANUAL,"479,299",Non-Accidental,"61,475 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,April 2014,"61,475km (30 Oct 2021)"
125,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"606,499",Non-Accidental,"29,361 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-01-M-x-xxxx,June 2016,"29,361km (18 Jan 2022)"
126,2018 Renault Kwid CLIMBER 1.0 AT ,"399,099",Non-Accidental,"19,422 km",NA,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-50-Z-x-xxxx,April 2018,"19,422km (17 Nov 2021)"
127,2010 Maruti Alto LXI MANUAL,"267,999",Non-Accidental,"36,141 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-P-x-xxxx,December 2010,"36,141km (14 Jan 2022)"
128,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"594,099",Non-Accidental,"23,568 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,August 2016,"23,568km (09 Nov 2021)"
129,2011 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"394,599",Non-Accidental,"53,655 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-50-N-x-xxxx,March 2011,"53,655km (30 Dec 2021)"
130,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"529,199",Non-Accidental,"17,939 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,January 2017,"17,939km (27 Dec 2021)"
131,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"566,599",Non-Accidental,"30,243 km",MANUAL,Valid upto May 2022Third_party,2nd Owner,Petrol,KA-02-M-x-xxxx,January 2016,"30,243km (06 Jan 2022)"
132,2016 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"544,799",Non-Accidental,120 km,MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,January 2016,120km (08 Nov 2021)
133,2012 Maruti Wagon R 1.0 VXI MANUAL,"345,799",Non-Accidental,"60,617 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,March 2012,"60,617km (19 Jan 2022)"
134,2014 Maruti Ritz VXI BS IV MANUAL,"390,599",Non-Accidental,"108,280 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,January 2014,"108,280km (03 Jan 2022)"
135,2018 Maruti Wagon R 1.0 VXI MANUAL,"512,599",Non-Accidental,"6,781 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,January 2018,"6,781km (06 Jan 2022)"
136,2013 Hyundai i10 SPORTZ 1.2 AT KAPPA2 AUTOMATIC,"459,099",Non-Accidental,"40,783 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,March 2013,"40,783km (12 Jan 2022)"
137,2014 Maruti Ritz VXI BS IV MANUAL,"473,199",Non-Accidental,"54,073 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,January 2014,"54,073km (10 Jan 2022)"
138,2015 Maruti Wagon R 1.0 VXI MANUAL,"446,599",Non-Accidental,"21,512 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,September 2015,"21,512km (27 Nov 2021)"
139,2016 Maruti Celerio VXI  MANUAL,"504,299",Non-Accidental,"3,171 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,May 2016,"3,171km (13 Nov 2021)"
140,2011 Maruti Ritz ZXI MANUAL,"431,999",Non-Accidental,"33,079 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-41-M-x-xxxx,May 2011,"33,079km (30 Oct 2021)"
141,2013 Hyundai i10 MAGNA 1.2 KAPPA2 MANUAL,"421,099",Non-Accidental,"37,615 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,February 2013,"37,615km (18 Jan 2022)"
142,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"24,158 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,August 2019,"24,158km (06 Jan 2022)"
143,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"481,199",Non-Accidental,"24,484 km",MANUAL,Valid upto Oct 2022Zero_Dep,1st Owner,Petrol,KA-53-M-x-xxxx,August 2019,"24,484km (04 Jan 2022)"
144,2017 Maruti Alto 800 LXI MANUAL,"326,299",Non-Accidental,"17,674 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,KA-51-M-x-xxxx,May 2017,"17,674km (29 Dec 2021)"
145,2011 Maruti Alto LXI MANUAL,"263,199",Non-Accidental,"46,871 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,January 2011,"46,871km (13 Jan 2022)"
146,2015 Maruti Alto 800 LXI MANUAL,"312,999",Non-Accidental,"46,146 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,January 2015,"46,146km (14 Jan 2022)"
147,2016 Maruti Alto 800 VXI MANUAL,"330,999",Non-Accidental,"25,517 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-M-x-xxxx,May 2016,"25,517km (10 Jan 2022)"
148,2016 Maruti Alto K10 VXI (O) AMT MANUAL,"456,099",Non-Accidental,"17,015 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,KA-05-M-x-xxxx,April 2016,"17,015km (08 Dec 2021)"
149,2015 Maruti Alto K10 VXI  MANUAL,"342,399",Non-Accidental,"26,421 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,June 2015,"26,421km (11 Jan 2022)"
150,2020 Hyundai VENUE 1.0 TURBO GDI SX+ AT AUTOMATIC,"1,189,999",Non-Accidental,"37,374 km",AUTOMATIC,Valid upto Feb 2023Third_party,1st Owner,Petrol,KA-51-M-x-xxxx,January 2020,"37,374km (01 Dec 2021)"
151,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"487,499",Non-Accidental,"50,999 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,August 2015,"50,999km (20 Dec 2021)"
152,2019 Skoda Rapid STYLE 1.6 MPI MT MANUAL,"913,999",Non-Accidental,"3,876 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,August 2019,"3,876km (11 Nov 2021)"
153,2010 Maruti Ritz LXI  MANUAL,"348,599",Non-Accidental,"59,705 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,September 2010,"59,705km (11 Jan 2022)"
154,2016 Maruti Baleno ALPHA 1.2 K12  MANUAL,"628,399",Non-Accidental,"51,706 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,January 2016,"51,706km (23 Dec 2021)"
155,2014 Maruti Ertiga VDI ABS MANUAL,"675,799",Non-Accidental,"77,324 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-04-M-x-xxxx,March 2014,"77,324km (25 Oct 2021)"
156,2014 Maruti Ertiga ZDI MANUAL,"615,299",Non-Accidental,"95,028 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,KA-01-M-x-xxxx,May 2014,"95,028km (18 Oct 2021)"
157,2013 Maruti Alto K10 VXI  MANUAL,"267,799",Non-Accidental,"39,062 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-53-M-x-xxxx,September 2013,"39,062km (07 Jan 2022)"
158,2019 KIA SELTOS HTX+ MT 1.5 DIESEL  MANUAL,"1,447,999",Non-Accidental,"25,322 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Diesel,KA-53-M-x-xxxx,August 2019,"25,322km (31 Dec 2021)"
159,2015 Honda Jazz 1.2 V MT  MANUAL,"566,699",Non-Accidental,"29,909 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-41-M-x-xxxx,October 2015,"29,909km (10 Jan 2022)"
160,2019 Ford Ecosport 1.5 TDCI TITANIUM PLUS MANUAL,"984,299",Non-Accidental,"10,428 km",MANUAL,Valid upto Feb 2023Zero_Dep,1st Owner,Diesel,KA-01-M-x-xxxx,February 2019,"10,428km (16 Nov 2021)"
161,2013 Honda Brio 1.2 VX MT I VTEC MANUAL,"408,699",Non-Accidental,"52,861 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-09-M-x-xxxx,May 2013,"52,861km (26 Oct 2021)"
162,2014 Hyundai Eon MAGNA PLUS MANUAL,"348,999",Non-Accidental,"50,609 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,KA-53-M-x-xxxx,February 2014,"50,609km (15 Nov 2021)"
163,2014 Hyundai Eon MAGNA PLUS MANUAL,"351,899",Non-Accidental,"17,344 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Petrol,KA-53-M-x-xxxx,February 2014,"17,344km (22 Oct 2021)"
164,2018 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"435,299",Non-Accidental,"17,010 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,September 2018,"17,010km (28 Dec 2021)"
165,2016 Datsun Redi Go SPORT MANUAL,"289,799",Non-Accidental,"13,838 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-01-M-x-xxxx,December 2016,"13,838km (04 Dec 2021)"
166,2019 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"758,099",Non-Accidental,"11,220 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,KA-05-M-x-xxxx,September 2019,"11,220km (30 Dec 2021)"
167,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"662,299",Non-Accidental,"54,144 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-04-M-x-xxxx,March 2019,"54,144km (10 Jan 2022)"
168,2018 Ford Ecosport 1.5 TDCI TITANIUM PLUS MANUAL,"917,399",Non-Accidental,"29,824 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-03-N-x-xxxx,September 2018,"29,824km (12 Nov 2021)"
169,2013 Maruti Wagon R 1.0 VXI MANUAL,"370,299",Non-Accidental,"44,510 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-02-M-x-xxxx,June 2013,
170,2016 Volkswagen Vento HIGHLINE 1.2 TSI AT MANUAL,"797,599",Non-Accidental,"56,791 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,January 2016,"56,791km (22 Nov 2021)"
171,2017 Volkswagen Polo HIGHLINE1.2L PETROL MANUAL,"658,699",Non-Accidental,"35,971 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-03-N-x-xxxx,January 2017,"35,971km (25 Oct 2021)"
172,2015 Volkswagen Polo HIGHLINE1.2L PETROL MANUAL,"588,799",Non-Accidental,"32,763 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,April 2015,"32,763km (07 Jan 2022)"
173,2012 Maruti Swift Dzire VDI BS IV MANUAL,"452,699",Non-Accidental,"97,180 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-01-M-x-xxxx,January 2012,"97,180km (07 Jan 2022)"
174,2014 Maruti Ertiga ZDI MANUAL,"716,299",Non-Accidental,"62,261 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-05-M-x-xxxx,March 2014,"62,261km (28 Dec 2021)"
175,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"660,199",Non-Accidental,"38,533 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-04-M-x-xxxx,May 2016,"38,533km (26 Nov 2021)"
176,2016 Hyundai Elite i20 MAGNA 1.2 MANUAL,"566,299",Non-Accidental,"47,184 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-05-M-x-xxxx,January 2016,"47,184km (03 Jan 2022)"
177,2012 Ford Figo 1.2 TITANIUM DURATEC MANUAL,"397,499",Non-Accidental,"26,224 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,February 2012,"26,224km (08 Nov 2021)"
178,2017 Volkswagen Ameo COMFORTLINE 1.2 MANUAL,"559,999",Non-Accidental,"27,642 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-04-M-x-xxxx,December 2017,"27,642km (07 Jan 2022)"
179,2018 Renault Duster RXZ DIESEL 110 MANUAL,"833,599",Non-Accidental,"89,441 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-41-M-x-xxxx,November 2018,"89,441km (29 Dec 2021)"
180,2018 Hyundai Tucson New 2WD AT GLS DIESEL AUTOMATIC,"1,808,399",Non-Accidental,"73,609 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-53-M-x-xxxx,January 2018,"73,609km (07 Jan 2022)"
181,2013 Honda City S MT PETROL MANUAL,"559,999",Non-Accidental,"37,520 km",MANUAL,Valid upto Oct 2022Comp,2nd Owner,Petrol,KA-51-M-x-xxxx,April 2013,"37,520km (04 Dec 2021)"
182,2017 Maruti Swift VXI MANUAL,"626,099",Non-Accidental,"52,625 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,February 2017,"52,625km (10 Jan 2022)"
183,2010 Maruti Ritz VXI ABS  MANUAL,"328,199",Non-Accidental,"142,988 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-50-M-x-xxxx,April 2010,"142,988km (03 Jan 2022)"
184,2017 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"679,699",Non-Accidental,"16,478 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-25-M-x-xxxx,January 2017,"16,478km (04 Dec 2021)"
185,2017 Tata Tiago XZ 1.2 REVOTRON MANUAL,"533,799",Non-Accidental,"65,085 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-02-M-x-xxxx,April 2017,"65,085km (30 Sep 2021)"
186,2018 Toyota YARIS V CVT MANUAL,"934,099",Non-Accidental,"58,923 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,July 2018,"58,923km (18 Oct 2021)"
187,2018 Volkswagen Ameo HIGHLINE PLUS 1.0 MANUAL,"656,399",Non-Accidental,"14,079 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Petrol,KA-04-M-x-xxxx,February 2018,"14,079km (04 Oct 2021)"
188,2015 Ford Figo Aspire 1.5 TREND DIESEL MANUAL,"505,799",Non-Accidental,"63,705 km",MANUAL,Valid upto Oct 2022Comp,1st Owner,Diesel,KA-03-M-x-xxxx,August 2015,"63,705km (10 Jan 2022)"
189,2018 Toyota YARIS VX CVT MANUAL,"995,299",Non-Accidental,"23,165 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-51-M-x-xxxx,May 2018,"23,165km (03 Dec 2021)"
190,2017 Maruti IGNIS DELTA 1.2 K12 AMT AUTOMATIC,"600,999",Non-Accidental,"34,310 km",AUTOMATIC,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-05-M-x-xxxx,June 2017,"34,310km (28 Dec 2021)"
191,2017 Maruti IGNIS ZETA 1.2 K12 AMT AUTOMATIC,"592,199",Non-Accidental,"35,928 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,March 2017,"35,928km (02 Nov 2021)"
192,2016 Honda Jazz 1.2 V MT  MANUAL,"611,899",Non-Accidental,"54,525 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-03-M-x-xxxx,January 2016,"54,525km (22 Jan 2022)"
193,2017 Maruti IGNIS ALPHA 1.2 K12 DUAL TONE ,"525,899",Non-Accidental,"102,631 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-01-M-x-xxxx,September 2017,"102,631km (09 Oct 2021)"
194,2018 Tata Tiago XE 1.2 REVOTRON MANUAL,"415,799",Non-Accidental,"16,619 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,February 2018,"16,619km (19 Jan 2022)"
195,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"488,499",Non-Accidental,"28,501 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,April 2014,"28,501km (02 Nov 2021)"
196,2012 Maruti Alto 800 LXI MANUAL,"271,799",Non-Accidental,"67,943 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-51-M-x-xxxx,October 2012,"67,943km (25 Dec 2021)"
197,2020 Volkswagen Vento HIGHLINE PLUS 1.0 TSI AT AUTOMATIC,"1,403,099",Non-Accidental,"8,464 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,December 2020,"8,464km (29 Dec 2021)"
198,2019 Hyundai VENUE 1.4 CRDI S MT MANUAL,"998,599",Non-Accidental,"3,054 km",MANUAL,Valid upto Nov 2022Zero_Dep,1st Owner,Diesel,KA-51-M-x-xxxx,September 2019,"3,054km (25 Dec 2021)"
199,2018 Ford Ecosport 1.5 TITANIUM SIGNATURE TI VCT (SUNROOF) MANUAL,"1,110,999",Non-Accidental,"13,002 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-N-x-xxxx,July 2018,"13,002km (06 Nov 2021)"
200,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"423,099",Non-Accidental,"31,454 km",MANUAL,Valid upto Jan 20233rd Party,4th Owner,Petrol,KA-03-M-x-xxxx,March 2014,"31,454km (09 Nov 2021)"
201,2014 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"556,299",Non-Accidental,"23,178 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,KA-02-M-x-xxxx,March 2014,"23,178km (29 Dec 2021)"
202,2019 Maruti Swift ZXI MANUAL,"710,099",Non-Accidental,"30,695 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-02-M-x-xxxx,May 2019,"30,695km (02 Dec 2021)"
203,2011 Maruti Swift LXI MANUAL,"402,099",Non-Accidental,"53,055 km",MANUAL,Valid upto May 2022Comp,2nd Owner,Petrol,KA-53-Z-x-xxxx,November 2011,"53,055km (09 Oct 2021)"
204,2010 Hyundai Santro Xing GLS LPG MANUAL,"254,699",Non-Accidental,"74,255 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol + LPG,KA-04-M-x-xxxx,June 2010,"74,255km (29 Nov 2021)"
205,2020 Maruti S PRESSO VXI PLUS MANUAL,"524,599",Non-Accidental,"4,983 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,October 2020,"4,983km (07 Jan 2022)"
206,2014 Maruti Swift VXI MANUAL,"521,099",Non-Accidental,"24,892 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,March 2014,"24,892km (07 Jan 2022)"
207,2012 Maruti Swift VXI MANUAL,"491,399",Non-Accidental,"51,412 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-05-M-x-xxxx,June 2012,"51,412km (05 Jan 2022)"
208,2017 Maruti OMNI E 8 STR ,"333,999",Non-Accidental,"28,700 km",NA,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-01-M-x-xxxx,September 2017,"28,700km (30 Oct 2021)"
209,2012 Hyundai i20 SPORTZ 1.2 VTVT MANUAL,"480,499",Non-Accidental,"43,551 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,December 2012,"43,551km (10 Jan 2022)"
210,2017 Renault Kwid CLIMBER 1.0 AT MANUAL,"459,599",Non-Accidental,"30,108 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,May 2017,"30,108km (11 Dec 2021)"
211,2013 Hyundai i20 MAGNA O 1.2 MANUAL,"473,999",Non-Accidental,"41,105 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,KA-05-M-x-xxxx,April 2013,"41,105km (27 Oct 2021)"
212,2015 Hyundai Grand i10 ASTA 1.1 (O) CRDI MANUAL,"530,499",Non-Accidental,"77,105 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,KA-04-M-x-xxxx,October 2015,"77,105km (05 Jan 2022)"
213,2018 Renault Kwid RXT 1.0 EASY-R  AT MANUAL,"506,699",Non-Accidental,"4,262 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,September 2018,"4,262km (09 Dec 2021)"
214,2014 Maruti Wagon R 1.0 VXI MANUAL,"347,299",Non-Accidental,"46,679 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-02-M-x-xxxx,September 2014,"46,679km (07 Jan 2022)"
215,2015 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"458,499",Non-Accidental,"59,212 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-05-M-x-xxxx,April 2015,"59,212km (12 Nov 2021)"
216,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT MANUAL,"457,499",Non-Accidental,"102,124 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,May 2015,"102,124km (03 Oct 2021)"
217,2014 Maruti Ritz ZDI  MANUAL,"488,399",Non-Accidental,"66,585 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,KA-03-M-x-xxxx,October 2014,"66,585km (28 Oct 2021)"
218,2015 Tata Nano XT TWIST MANUAL,"196,499",Non-Accidental,"43,402 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,KA-09-M-x-xxxx,March 2015,"43,402km (31 Dec 2021)"
219,2014 Hyundai Eon SPORTZ MANUAL,"357,799",Non-Accidental,"36,141 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-04-M-x-xxxx,November 2014,"36,141km (26 Nov 2021)"
220,2012 Maruti Wagon R 1.0 VXI MANUAL,"373,399",Non-Accidental,"35,022 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-03-M-x-xxxx,September 2012,"35,022km (23 Dec 2021)"
221,2012 Maruti Wagon R 1.0 VXI MANUAL,"374,499",Non-Accidental,"53,525 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,February 2012,"53,525km (25 Oct 2021)"
222,2015 Honda Brio 1.2 S MT I VTEC MANUAL,"442,699",Non-Accidental,"42,415 km",MANUAL,Valid upto May 2022Comp,2nd Owner,Petrol,KA-03-M-x-xxxx,February 2015,"42,415km (28 Oct 2021)"
223,2016 Maruti Wagon R 1.0 VXI OPT MANUAL,"418,599",Non-Accidental,"96,083 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Petrol,KA-05-M-x-xxxx,May 2016,"96,083km (07 Jan 2022)"
224,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"555,599",Non-Accidental,"21,197 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,KA-03-M-x-xxxx,January 2017,"21,197km (20 Jan 2022)"
225,2016 Maruti Wagon R 1.0 VXI MANUAL,"430,299",Non-Accidental,"27,858 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-53-M-x-xxxx,September 2016,"27,858km (07 Jan 2022)"
226,2017 Maruti Celerio VXI AMT AUTOMATIC,"507,399",Non-Accidental,"61,018 km",AUTOMATIC,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,KA-03-N-x-xxxx,April 2017,"61,018km (02 Nov 2021)"
227,2014 Tata Nano XT TWIST MANUAL,"203,799",Non-Accidental,"8,511 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-02-M-x-xxxx,September 2014,"8,511km (28 Dec 2021)"
228,2015 Maruti Wagon R 1.0 VXI MANUAL,"442,099",Non-Accidental,"33,398 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-51-M-x-xxxx,April 2015,"33,398km (06 Nov 2021)"
229,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"489,399",Non-Accidental,"8,623 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,KA-08-M-x-xxxx,March 2019,"8,623km (10 Jan 2022)"
230,2012 Maruti Alto K10 VXI  MANUAL,"320,799",Non-Accidental,"46,264 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,KA-03-M-x-xxxx,May 2012,"46,264km (29 Dec 2021)"
