,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
278,2012 Maruti Swift VDI MANUAL,"369,999",Non-Accidental,"68,206 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-8C-U-x-xxxx,November 2012,"68,206km (28 Dec 2021)"
279,2019 Tata Tiago XT 1.2 REVOTRON MANUAL,"480,499",Non-Accidental,"32,535 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,HR-51-B-x-xxxx,January 2019,"32,535km (15 Nov 2021)"
280,2015 Maruti Wagon R 1.0 VXI MANUAL,"386,399",Non-Accidental,"22,456 km",MANUAL,Valid upto Oct 2022Comp,1st Owner,Petrol,DL-12-C-x-xxxx,September 2015,"22,456km (17 Jan 2022)"
281,2019 Maruti Baleno ZETA 1.2 K12 AMT  AUTOMATIC,"710,599",Non-Accidental,"34,079 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,UP-16-C-x-xxxx,March 2019,"34,079km (10 Jan 2022)"
282,2015 Hyundai Grand i10 SPORTZ 1.1 CRDI MANUAL,"381,999",Non-Accidental,"86,636 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Diesel,DL-10-C-x-xxxx,June 2015,"86,636km (17 Jan 2022)"
283,2013 Maruti Swift VDI MANUAL,"361,199",Non-Accidental,"29,449 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-Q-x-xxxx,January 2013,"29,449km (03 Jan 2022)"
284,2019 Maruti Baleno ALPHA 1.2 K12 AMT  AUTOMATIC,"830,199",Non-Accidental,"6,671 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,UP-16-C-x-xxxx,January 2019,"6,671km (08 Jan 2022)"
285,2014 Maruti Swift VDI MANUAL,"375,999",Non-Accidental,"82,367 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-8C-A-x-xxxx,March 2014,"82,367km (20 Nov 2021)"
286,2013 Maruti Swift VDI MANUAL,"358,599",Non-Accidental,"58,990 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,November 2013,"58,990km (27 Oct 2021)"
287,2012 Maruti Swift Dzire VDI BS IV MANUAL,"316,399",Non-Accidental,"118,117 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-C-x-xxxx,October 2012,"118,117km (07 Jan 2022)"
288,2014 Maruti Swift ZDI MANUAL,"385,099",Non-Accidental,"91,903 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-R-x-xxxx,July 2014,"91,903km (10 Dec 2021)"
289,2013 Hyundai i20 MAGNA O 1.2 MANUAL,"384,899",Non-Accidental,"41,362 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,HR-51-A-x-xxxx,October 2013,"41,362km (18 Dec 2021)"
290,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"394,499",Non-Accidental,"51,040 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-2C-A-x-xxxx,January 2015,"51,040km (15 Jan 2022)"
291,2014 Maruti Swift Dzire VDI BS IV MANUAL,"447,899",Non-Accidental,"53,938 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-C-x-xxxx,March 2014,"53,938km (05 Jan 2022)"
292,2015 Maruti Swift VDI ABS MANUAL,"454,699",Non-Accidental,"53,260 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Diesel,DL-2C-A-x-xxxx,July 2015,"53,260km (24 Nov 2021)"
293,2015 Maruti Swift LXI MANUAL,"417,299",Non-Accidental,"63,344 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-16-A-x-xxxx,April 2015,"63,344km (22 Dec 2021)"
294,2015 Maruti Swift VDI ABS MANUAL,"418,499",Non-Accidental,"112,006 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,April 2015,"112,006km (03 Jan 2022)"
295,2013 Maruti Swift Dzire VDI BS IV MANUAL,"353,999",Non-Accidental,"83,414 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-U-x-xxxx,May 2013,"83,414km (03 Jan 2022)"
296,2015 Maruti Swift VDI ABS MANUAL,"414,399",Non-Accidental,"61,499 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-4C-A-x-xxxx,March 2015,"61,499km (06 Jan 2022)"
297,2013 Maruti Swift VDI MANUAL,"365,299",Non-Accidental,"167,528 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,DL-8C-U-x-xxxx,March 2013,"167,528km (07 Dec 2021)"
298,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"484,299",Non-Accidental,"16,729 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-4C-A-x-xxxx,June 2018,"16,729km (15 Dec 2021)"
299,2013 Maruti Swift VDI MANUAL,"368,199",Non-Accidental,"74,447 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-4C-A-x-xxxx,November 2013,"74,447km (13 Jan 2022)"
300,2013 Maruti Swift VDI MANUAL,"384,899",Non-Accidental,"44,122 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-B-x-xxxx,January 2013,"44,122km (24 Nov 2021)"
301,2020 Renault Kwid RXL MANUAL,"394,499",Non-Accidental,"6,787 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-R-x-xxxx,November 2020,"6,787km (01 Nov 2021)"
302,2015 Maruti Swift VDI ABS MANUAL,"421,199",Non-Accidental,"106,657 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-16-B-x-xxxx,August 2015,"106,657km (12 Nov 2021)"
303,2013 Maruti Swift VDI MANUAL,"366,799",Non-Accidental,"82,519 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-2C-A-x-xxxx,July 2013,"82,519km (17 Jan 2022)"
304,2015 Maruti Swift VDI ABS MANUAL,"441,999",Non-Accidental,"41,525 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-C-x-xxxx,April 2015,"41,525km (03 Nov 2021)"
305,2019 Maruti Celerio VXI  MANUAL,"480,799",Non-Accidental,"24,746 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,DL-8C-A-x-xxxx,February 2019,"24,746km (17 Jan 2022)"
306,2012 Maruti Swift Dzire VDI BS IV MANUAL,"329,599",Non-Accidental,"68,930 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-W-x-xxxx,December 2012,"68,930km (03 Jan 2022)"
307,2015 Maruti Swift VDI ABS MANUAL,"429,099",Non-Accidental,"89,196 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-6C-P-x-xxxx,April 2015,"89,196km (27 Dec 2021)"
308,2014 Volkswagen Vento HIGHLINE DIESEL MANUAL,"441,999",Non-Accidental,"41,389 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-C-x-xxxx,January 2014,"41,389km (03 Jan 2022)"
309,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"498,599",Non-Accidental,"8,087 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-Q-x-xxxx,February 2018,"8,087km (22 Dec 2021)"
310,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"498,599",Non-Accidental,"11,700 km",MANUAL,Valid upto Oct 2022Comp,1st Owner,Petrol,DL-8C-A-x-xxxx,January 2018,"11,700km (08 Jan 2022)"
311,2012 Maruti Swift ZXI MANUAL,"402,999",Non-Accidental,"79,744 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-6C-L-x-xxxx,April 2012,"79,744km (06 Jan 2022)"
312,2014 Maruti Swift LDI BS IV MANUAL,"376,599",Non-Accidental,"46,949 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,February 2014,"46,949km (23 Nov 2021)"
313,2013 Maruti Swift Dzire VDI MANUAL,"363,899",Non-Accidental,"69,373 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-P-x-xxxx,January 2013,"69,373km (07 Jan 2022)"
314,2015 Maruti Swift VDI ABS MANUAL,"423,799",Non-Accidental,"126,169 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-5C-E-x-xxxx,August 2015,"126,169km (23 Dec 2021)"
315,2015 Maruti Swift LDI BS IV MANUAL,"425,099",Non-Accidental,"18,206 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,December 2015,"18,206km (04 Jan 2022)"
316,2013 Maruti Swift Dzire VDI BS IV MANUAL,"401,999",Non-Accidental,"74,644 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,DL-4C-A-x-xxxx,May 2013,"74,644km (08 Oct 2021)"
317,2014 Maruti Swift VDI MANUAL,"384,599",Non-Accidental,"102,773 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-2C-A-x-xxxx,January 2014,"102,773km (13 Nov 2021)"
318,2015 Maruti Swift LXI MANUAL,"443,899",Non-Accidental,"46,478 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-5C-E-x-xxxx,August 2015,"46,478km (23 Nov 2021)"
319,2015 Maruti Swift VDI ABS MANUAL,"443,799",Non-Accidental,"91,610 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-C-x-xxxx,August 2015,"91,610km (20 Dec 2021)"
320,2013 Maruti Swift VDI MANUAL,"400,899",Non-Accidental,"23,673 km",MANUAL,Valid upto Oct 2022Zero_Dep,1st Owner,Diesel,DL-3C-C-x-xxxx,November 2013,"23,673km (17 Jan 2022)"
321,2018 Maruti Wagon R 1.0 LXI MANUAL,"433,999",Non-Accidental,"27,853 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-D-x-xxxx,March 2018,"27,853km (04 Jan 2022)"
322,2013 Hyundai i10 SPORTZ 1.2 KAPPA2 MANUAL,"324,599",Non-Accidental,"32,245 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-29-A-x-xxxx,April 2013,"32,245km (20 Dec 2021)"
323,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"456,899",Non-Accidental,"33,108 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-2C-A-x-xxxx,February 2018,"33,108km (08 Jan 2022)"
324,2013 Maruti Swift Dzire VDI BS IV MANUAL,"371,099",Non-Accidental,"137,452 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,April 2013,"137,452km (26 Oct 2021)"
325,2013 Maruti Swift Dzire VDI BS IV MANUAL,"369,899",Non-Accidental,"76,795 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-B-x-xxxx,March 2013,"76,795km (21 Oct 2021)"
326,2018 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"514,199",Non-Accidental,"11,390 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-D-x-xxxx,September 2018,"11,390km (07 Jan 2022)"
327,2012 Maruti Swift Dzire VDI BS IV MANUAL,"338,299",Non-Accidental,"87,025 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-7C-N-x-xxxx,June 2012,"87,025km (28 Oct 2021)"
328,2013 Maruti Swift ZDI MANUAL,"391,299",Non-Accidental,"77,409 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-A-x-xxxx,October 2013,"77,409km (02 Dec 2021)"
329,2012 Maruti Swift Dzire VDI BS IV MANUAL,"352,999",Non-Accidental,"126,803 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-R-x-xxxx,October 2012,"126,803km (06 Jan 2022)"
330,2019 Renault Kwid RXT Opt MANUAL,"390,099",Non-Accidental,"6,054 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,HR-51-B-x-xxxx,January 2019,"6,054km (13 Jan 2022)"
331,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"484,599",Non-Accidental,"16,502 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,August 2017,"16,502km (29 Dec 2021)"
332,2013 Maruti Swift ZDI MANUAL,"407,699",Non-Accidental,"24,652 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-B-x-xxxx,May 2013,"24,652km (10 Jan 2022)"
333,2018 Maruti Wagon R 1.0 LXI MANUAL,"434,799",Non-Accidental,"13,375 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,May 2018,"13,375km (18 Dec 2021)"
334,2014 Maruti Swift VDI MANUAL,"397,699",Non-Accidental,"107,030 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,March 2014,"107,030km (31 Dec 2021)"
335,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"433,999",Non-Accidental,"78,568 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-2C-A-x-xxxx,May 2017,"78,568km (23 Dec 2021)"
336,2013 Maruti Swift Dzire VDI BS IV MANUAL,"383,099",Non-Accidental,"66,341 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-N-x-xxxx,January 2013,"66,341km (30 Dec 2021)"
337,2017 Maruti Wagon R 1.0 VXI MANUAL,"437,099",Non-Accidental,"26,891 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,HR-26-D-x-xxxx,June 2017,"26,891km (10 Jan 2022)"
338,2015 Maruti Swift VXI MANUAL,"470,999",Non-Accidental,"45,371 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-26-C-x-xxxx,January 2015,"45,371km (11 Jan 2022)"
339,2014 Maruti Swift VXI MANUAL,"401,599",Non-Accidental,"107,206 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-3C-C-x-xxxx,December 2014,"107,206km (24 Dec 2021)"
340,2012 Maruti Swift Dzire VDI BS IV MANUAL,"362,399",Non-Accidental,"77,730 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-C-x-xxxx,November 2012,"77,730km (30 Dec 2021)"
341,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"483,099",Non-Accidental,"24,487 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-M-x-xxxx,March 2017,"24,487km (03 Jan 2022)"
342,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"495,599",Non-Accidental,"17,829 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,September 2017,"17,829km (04 Jan 2022)"
343,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"444,799",Non-Accidental,"64,350 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,July 2017,"64,350km (12 Jan 2022)"
344,2015 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"407,499",Non-Accidental,"11,964 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,January 2015,"11,964km (11 Jan 2022)"
345,2014 Maruti Swift VDI MANUAL,"402,799",Non-Accidental,"54,884 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,February 2014,"54,884km (30 Dec 2021)"
346,2014 Maruti Swift VDI MANUAL,"402,699",Non-Accidental,"64,370 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Diesel,DL-9C-A-x-xxxx,June 2014,"64,370km (14 Jan 2022)"
347,2018 Maruti Wagon R 1.0 VXI AMT AUTOMATIC,"439,899",Non-Accidental,"25,823 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-3C-C-x-xxxx,February 2018,"25,823km (07 Jan 2022)"
348,2014 Maruti Swift VXI MANUAL,"429,599",Non-Accidental,"17,135 km",MANUAL,Valid upto May 2022Third_party,2nd Owner,Petrol,DL-13-C-x-xxxx,April 2014,"17,135km (18 Nov 2021)"
349,2014 Maruti Swift VXI MANUAL,"403,899",Non-Accidental,"93,890 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,DL-3C-B-x-xxxx,May 2014,"93,890km (29 Oct 2021)"
350,2014 Maruti Swift VDI MANUAL,"403,999",Non-Accidental,"41,996 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,May 2014,"41,996km (01 Nov 2021)"
351,2012 Maruti Swift Dzire VDI BS IV MANUAL,"371,199",Non-Accidental,"145,373 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-B-x-xxxx,December 2012,"145,373km (07 Jan 2022)"
352,2012 Maruti Swift Dzire VDI BS IV MANUAL,"364,399",Non-Accidental,"49,310 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-B-x-xxxx,September 2012,"49,310km (01 Nov 2021)"
353,2012 Maruti Swift Dzire VDI BS IV MANUAL,"407,399",Non-Accidental,"47,838 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-C-x-xxxx,October 2012,"47,838km (03 Jan 2022)"
354,2017 Hyundai Grand i10 SPORTZ O 1.2 MANUAL,"457,499",Non-Accidental,"44,688 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-9C-A-x-xxxx,February 2017,"44,688km (23 Dec 2021)"
355,2012 Maruti Swift Dzire VDI BS IV MANUAL,"391,799",Non-Accidental,"54,918 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-76-A-x-xxxx,November 2012,"54,918km (23 Oct 2021)"
356,2017 Hyundai Eon ERA PLUS (O) MANUAL,"333,699",Non-Accidental,"23,479 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-1C-X-x-xxxx,September 2017,"23,479km (03 Jan 2022)"
357,2014 Maruti Swift VDI ABS MANUAL,"425,199",Non-Accidental,"64,514 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,UP-14-C-x-xxxx,November 2014,"64,514km (04 Jan 2022)"
358,2015 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"414,399",Non-Accidental,"34,522 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Petrol,DL-10-C-x-xxxx,February 2015,"34,522km (22 Dec 2021)"
359,2014 Maruti Swift VDI MANUAL,"406,999",Non-Accidental,"68,404 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-B-x-xxxx,May 2014,"68,404km (20 Jan 1970)"
360,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"471,599",Non-Accidental,"34,227 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,DL-12-C-x-xxxx,June 2017,"34,227km (17 Jan 2022)"
361,2014 Maruti Swift VDI ABS MANUAL,"429,999",Non-Accidental,"54,628 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-3C-B-x-xxxx,November 2014,"54,628km (14 Dec 2021)"
362,2018 Maruti Wagon R 1.0 VXI MANUAL,"476,799",Non-Accidental,"11,773 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-5C-P-x-xxxx,January 2018,"11,773km (09 Dec 2021)"
363,2014 Maruti Swift VXI MANUAL,"432,699",Non-Accidental,"62,658 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,DL-2C-A-x-xxxx,May 2014,"62,658km (27 Dec 2021)"
364,2014 Maruti Swift VXI MANUAL,"423,399",Non-Accidental,"56,221 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-C-x-xxxx,October 2014,"56,221km (10 Nov 2021)"
365,2014 Maruti Swift VDI ABS MANUAL,"423,599",Non-Accidental,"38,070 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,November 2014,"38,070km (07 Jan 2022)"
366,2014 Maruti Swift LXI MANUAL,"417,699",Non-Accidental,"78,595 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-51-A-x-xxxx,January 2014,"78,595km (24 Nov 2021)"
367,2018 Maruti Wagon R 1.0 VXI AMT AUTOMATIC,"458,799",Non-Accidental,"12,965 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-6C-R-x-xxxx,May 2018,"12,965km (04 Jan 2022)"
368,2014 Maruti Swift VDI ABS MANUAL,"443,699",Non-Accidental,"44,609 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-16-A-x-xxxx,November 2014,"44,609km (28 Oct 2021)"
369,2017 Maruti Alto 800 LXI MANUAL,"283,699",Non-Accidental,"54,041 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,October 2017,"54,041km (29 Dec 2021)"
370,2018 Maruti Wagon R 1.0 VXI MANUAL,"469,299",Non-Accidental,"18,807 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Petrol,DL-3C-C-x-xxxx,June 2018,"18,807km (05 Jan 2022)"
371,2014 Maruti Swift VDI ABS MANUAL,"447,599",Non-Accidental,"49,216 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-12-C-x-xxxx,November 2014,"49,216km (12 Jan 2022)"
372,2014 Maruti Ritz VDI  MANUAL,"338,899",Non-Accidental,"42,295 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,September 2014,"42,295km (29 Dec 2021)"
373,2014 Maruti Swift VXI MANUAL,"449,799",Non-Accidental,"14,734 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,HR-26-C-x-xxxx,May 2014,"14,734km (24 Nov 2021)"
374,2019 Renault Kwid 1.0 RXT Opt MANUAL,"412,899",Non-Accidental,"18,875 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-16-C-x-xxxx,February 2019,"18,875km (17 Jan 2022)"
375,2016 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"489,999",Non-Accidental,"19,902 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-1C-V-x-xxxx,August 2016,"19,902km (18 Jan 2022)"
376,2015 Hyundai Eon MAGNA PLUS MANUAL,"295,499",Non-Accidental,"48,036 km",MANUAL,Valid upto Jul 2022Comp,2nd Owner,Petrol,DL-2C-A-x-xxxx,May 2015,"48,036km (08 Jan 2022)"
377,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"437,299",Non-Accidental,"21,496 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-P-x-xxxx,February 2015,"21,496km (10 Nov 2021)"
378,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"462,199",Non-Accidental,"13,223 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,DL-4C-B-x-xxxx,February 2015,"13,223km (28 Dec 2021)"
379,2014 Maruti Ritz VDI  MANUAL,"344,199",Non-Accidental,"43,382 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-7C-T-x-xxxx,January 2014,"43,382km (12 Jan 2022)"
380,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"447,599",Non-Accidental,"69,989 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-9C-A-x-xxxx,January 2016,"69,989km (23 Dec 2021)"
381,2018 Maruti Alto 800 LXI MANUAL,"303,399",Non-Accidental,"11,064 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-4C-A-x-xxxx,March 2018,"11,064km (08 Dec 2021)"
382,2014 Maruti Swift VXI MANUAL,"459,199",Non-Accidental,"26,679 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-14-C-x-xxxx,January 2014,"26,679km (14 Jan 2022)"
383,2014 Honda Brio 1.2 S MT I VTEC MANUAL,"344,799",Non-Accidental,"45,910 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Petrol,HR-51-A-x-xxxx,April 2014,"45,910km (07 Oct 2021)"
384,2015 Hyundai Eon MAGNA PLUS MANUAL,"330,599",Non-Accidental,"63,147 km",MANUAL,Valid upto Aug 2022Third_party,1st Owner,Petrol,DL-2C-A-x-xxxx,April 2015,"63,147km (13 Nov 2021)"
385,2012 Maruti Swift LXI MANUAL,"355,899",Non-Accidental,"41,244 km",MANUAL,Valid upto Nov 2022Comp,1st Owner,Petrol,DL-12-C-x-xxxx,November 2012,"41,244km (19 Jan 2022)"
386,2018 Maruti Alto 800 LXI MANUAL,"303,699",Non-Accidental,"4,465 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,UP-80-E-x-xxxx,September 2018,"4,465km (29 Oct 2021)"
387,2016 Maruti Alto K10 VXI  MANUAL,"301,799",Non-Accidental,"106,165 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-16-B-x-xxxx,April 2016,"106,165km (29 Nov 2021)"
388,2016 Maruti Alto 800 VXI MANUAL,"282,799",Non-Accidental,"47,929 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,September 2016,"47,929km (31 Oct 2021)"
389,2016 Maruti Alto K10 LXI MANUAL,"306,699",Non-Accidental,"25,638 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-2C-A-x-xxxx,March 2016,"25,638km (10 Jan 2022)"
390,2012 Maruti Alto K10 VXI  MANUAL,"247,499",Non-Accidental,"49,689 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,UP-16-A-x-xxxx,July 2012,"49,689km (20 Nov 2021)"
391,2015 Maruti Alto K10 VXI  MANUAL,"293,499",Non-Accidental,"29,520 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-9C-A-x-xxxx,July 2015,"29,520km (03 Jan 2022)"
392,2018 Maruti Alto 800 LXI MANUAL,"295,599",Non-Accidental,"29,031 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-26-D-x-xxxx,April 2018,"29,031km (17 Dec 2021)"
393,2018 Maruti Alto 800 LXI MANUAL,"295,599",Non-Accidental,"44,017 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-6C-R-x-xxxx,April 2018,"44,017km (17 Dec 2021)"
394,2017 Maruti Alto K10 VXI  MANUAL,"324,299",Non-Accidental,"8,841 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-9C-A-x-xxxx,August 2017,"8,841km (17 Dec 2021)"
395,2018 Maruti Alto 800 LXI MANUAL,"299,799",Non-Accidental,"19,412 km",MANUAL,Valid upto Apr 2022Comprehensive,1st Owner,Petrol,HR-35-P-x-xxxx,March 2018,"19,412km (04 Jan 2022)"
