,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
0,2017 Maruti Ertiga VDI SHVS MANUAL,"657,999",Non-Accidental,"118,264 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-36-A-x-xxxx,May 2017,"118,264km (19 Jan 2022)"
1,2013 Maruti Swift VDI MANUAL,"374,999",Non-Accidental,"49,032 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-4C-A-x-xxxx,January 2013,"49,032km (19 Jan 2022)"
2,2013 Maruti Swift VDI MANUAL,"372,199",Non-Accidental,"40,547 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-N-x-xxxx,February 2013,"40,547km (19 Jan 2022)"
3,2014 Maruti Ertiga ZDI MANUAL,"559,199",Non-Accidental,"93,340 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-2C-A-x-xxxx,August 2014,"93,340km (12 Jan 2022)"
4,2020 Mahindra XUV 3OO W4 PETROL MANUAL,"781,299",Non-Accidental,"6,573 km",MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,UP-71-A-x-xxxx,July 2020,"6,573km (22 Dec 2021)"
5,2017 Mahindra TUV300 T8 MANUAL,"695,099",Non-Accidental,"19,065 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-7C-Q-x-xxxx,October 2017,"19,065km (03 Jan 2022)"
6,2013 Maruti Swift VDI MANUAL,"333,799",Non-Accidental,"67,670 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-29-A-x-xxxx,March 2013,"67,670km (15 Dec 2021)"
7,2017 Maruti IGNIS DELTA 1.2 K12  MANUAL,"384,499",Non-Accidental,"38,691 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-51-B-x-xxxx,March 2017,"38,691km (08 Oct 2021)"
8,2017 Mahindra TUV300 T8 MANUAL,"691,099",Non-Accidental,"37,328 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-D-x-xxxx,October 2017,"37,328km (28 Dec 2021)"
9,2014 Toyota Innova 2.5 VX 8 STR BS IV MANUAL,"1,097,199",Non-Accidental,"82,096 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-55-U-x-xxxx,October 2014,"82,096km (18 Jan 2022)"
10,2012 Volkswagen Polo HIGHLINE1.2L PETROL MANUAL,"371,099",Non-Accidental,"126,101 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-3C-B-x-xxxx,November 2012,"126,101km (15 Dec 2021)"
11,2014 Audi Q3 2.0 TDI MT S EDITION MANUAL,"1,383,199",Non-Accidental,"66,027 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-Q-x-xxxx,January 2014,"66,027km (22 Dec 2021)"
12,2012 Volvo S60 SUMMUM D5 AUTOMATIC,"940,799",Non-Accidental,"41,361 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-1C-P-x-xxxx,December 2012,"41,361km (20 Jan 1970)"
13,2013 Maruti Ritz VDI  MANUAL,"254,199",Non-Accidental,"55,000 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-W-x-xxxx,September 2013,"55,000km (30 Oct 2021)"
14,2015 Maruti Swift VDI ABS MANUAL,"407,499",Non-Accidental,"37,925 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-10-Y-x-xxxx,February 2015,"37,925km (10 Jan 2022)"
15,2014 Ssangyong Rexton RX 6 MANUAL,"688,699",Non-Accidental,"45,187 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,UP-16-B-x-xxxx,September 2014,"45,187km (19 Jan 2022)"
16,2018 Honda City V MT DIESEL MANUAL,"843,899",Non-Accidental,"43,730 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,PB-26-G-x-xxxx,January 2018,"43,730km (27 Dec 2021)"
17,2015 BMW 3 Series 320D AUTOMATIC,"1,721,299",Non-Accidental,"33,958 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-03-T-x-xxxx,September 2015,"33,958km (22 Nov 2021)"
18,2015 Mahindra XUV500 W10 MANUAL,"896,399",Non-Accidental,"114,885 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-26-C-x-xxxx,May 2015,"114,885km (19 Jan 2022)"
19,2020 Hyundai AURA E MT 1.2 KAPPA ,"581,099",Non-Accidental,"1,441 km",NA,Valid upto Feb 2023Third_party,1st Owner,Petrol,DL-12-C-x-xxxx,January 2020,"1,441km (01 Jan 2022)"
20,2018 Hyundai Tucson New 2WD AT GL DIESEL AUTOMATIC,"1,843,799",Non-Accidental,"58,368 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-D-x-xxxx,February 2018,"58,368km (02 Jan 2022)"
21,2017 Tata TIGOR Revotron XT MANUAL,"448,199",Non-Accidental,"70,895 km",MANUAL,Valid upto Jul 2022Third_party,1st Owner,Petrol,DL-10-C-x-xxxx,May 2017,"70,895km (29 Dec 2021)"
22,2018 Ford FREESTYLE TITANIUM + 1.2 TI-VCT MANUAL,"516,899",Non-Accidental,"43,484 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-8C-A-x-xxxx,June 2018,"43,484km (12 Nov 2021)"
23,2018 Hyundai Creta 1.6 SX (O) CRDI MANUAL,"1,251,099",Non-Accidental,"59,837 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,UP-16-B-x-xxxx,February 2018,"59,837km (17 Jan 2022)"
24,2017 BMW X1 SDRIVE 20D AUTOMATIC,"1,802,899",Non-Accidental,"47,517 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-D-x-xxxx,January 2017,"47,517km (09 Nov 2021)"
25,2016 Maruti S Cross ALPHA 1.6 MANUAL,"547,399",Non-Accidental,"117,629 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-10-C-x-xxxx,April 2016,"117,629km (20 Nov 2021)"
26,2020 Toyota YARIS J MT MANUAL,"950,999",Non-Accidental,"13,976 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-9C-A-x-xxxx,October 2020,"13,976km (07 Dec 2021)"
27,2014 Hyundai Xcent S 1.2 OPT MANUAL,"422,699",Non-Accidental,"40,927 km",MANUAL,Valid upto Oct 2022Comp,1st Owner,Petrol,DL-12-C-x-xxxx,June 2014,"40,927km (14 Jan 2022)"
28,2017 Maruti IGNIS ZETA 1.2 K12  MANUAL,"558,999",Non-Accidental,"15,302 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-10-C-x-xxxx,January 2017,"15,302km (07 Jan 2022)"
29,2015 BMW 3 Series 320D AUTOMATIC,"1,661,799",Non-Accidental,"35,591 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-26-C-x-xxxx,May 2015,"35,591km (29 Dec 2021)"
30,2020 Maruti S PRESSO VXI MANUAL,"435,999",Non-Accidental,"4,170 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-51-B-x-xxxx,January 2020,"4,170km (20 Jan 2022)"
31,2017 Ford New Figo 1.2 TREND MANUAL,"485,299",Non-Accidental,"3,430 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,February 2017,"3,430km (03 Jan 2022)"
32,2016 Hyundai Creta 1.6 SX CRDI ,"725,899",Non-Accidental,"199,598 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-54-C-x-xxxx,March 2016,"199,598km (13 Dec 2021)"
33,2016 Maruti Ciaz ZDI+ SHVS MANUAL,"559,299",Non-Accidental,"168,380 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,August 2016,"168,380km (02 Dec 2021)"
34,2015 Honda City V MT DIESEL MANUAL,"497,999",Non-Accidental,"193,704 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-26-C-x-xxxx,October 2015,"193,704km (13 Dec 2021)"
35,2016 Hyundai Creta 1.6 SX (O) CRDI ,"894,399",Non-Accidental,"53,957 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-12-C-x-xxxx,February 2016,"53,957km (17 Jan 2022)"
36,2017 Hyundai Verna FLUIDIC 1.6 SX VTVT MANUAL,"783,699",Non-Accidental,"23,327 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-26-D-x-xxxx,February 2017,"23,327km (31 Dec 2021)"
37,2016 Hyundai Creta 1.6 SX PLUS DIESEL MANUAL,"827,899",Non-Accidental,"78,878 km",MANUAL,Valid upto Apr 2022Zero_Dep,1st Owner,Diesel,DL-12-C-x-xxxx,March 2016,"78,878km (26 Oct 2021)"
38,2015 Maruti S Cross ALPHA 1.3 MANUAL,"532,899",Non-Accidental,"94,544 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,August 2015,"94,544km (22 Nov 2021)"
39,2015 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"508,499",Non-Accidental,"70,006 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-49-D-x-xxxx,May 2015,"70,006km (16 Jan 2022)"
40,2016 Hyundai Creta 1.6 SX (O) CRDI MANUAL,"975,699",Non-Accidental,"55,835 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-15-B-x-xxxx,March 2016,"55,835km (29 Dec 2021)"
41,2017 Datsun Redi Go T (O) MANUAL,"260,999",Non-Accidental,"20,977 km",MANUAL,Valid upto Jun 2022Zero_Dep,2nd Owner,Petrol,DL-8C-A-x-xxxx,April 2017,"20,977km (13 Nov 2021)"
42,2015 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"507,399",Non-Accidental,"69,140 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,January 2015,"69,140km (07 Jan 2022)"
43,2015 Hyundai Elite i20 MAGNA 1.4 CRDI MANUAL,"507,299",Non-Accidental,"69,970 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-51-B-x-xxxx,January 2015,"69,970km (06 Jan 2022)"
44,2013 Toyota Innova 2.5 GX 7 STR BS IV MANUAL,"552,299",Non-Accidental,"121,060 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-70-C-x-xxxx,April 2013,"121,060km (11 Jan 2022)"
45,2017 Hyundai Creta 1.4 E PLUS CRDI MANUAL,"840,299",Non-Accidental,"19,885 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-16-B-x-xxxx,December 2017,"19,885km (01 Nov 2021)"
46,2015 Honda City S MT DIESEL MANUAL,"593,199",Non-Accidental,"81,260 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,January 2015,"81,260km (24 Dec 2021)"
47,2014 Toyota Fortuner SPORTIVO 4X2 MT MANUAL,"1,333,199",Non-Accidental,"175,240 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-16-A-x-xxxx,May 2014,"175,240km (04 Dec 2021)"
48,2016 Toyota Corolla Altis G  MANUAL,"855,399",Non-Accidental,"74,661 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-10-C-x-xxxx,April 2016,"74,661km (18 Jan 2022)"
49,2015 Maruti S Cross SIGMA 1.3 MANUAL,"469,799",Non-Accidental,"95,369 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,August 2015,"95,369km (18 Jan 2022)"
50,2015 Hyundai Creta 1.6 SX (O) CRDI MANUAL,"877,099",Non-Accidental,"24,768 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-05-J-x-xxxx,October 2015,"24,768km (22 Nov 2021)"
51,2015 Hyundai Eon MAGNA PLUS MANUAL,"300,599",Non-Accidental,"58,809 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-T-x-xxxx,November 2015,"58,809km (05 Jan 2022)"
52,2020 Toyota Glanza G MT PETROL MANUAL,"718,799",Non-Accidental,"13,720 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-16-C-x-xxxx,March 2020,"13,720km (14 Jan 2022)"
53,2015 Hyundai Creta 1.6 SX (O) CRDI ,"841,999",Non-Accidental,"58,003 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-4C-A-x-xxxx,November 2015,"58,003km (05 Jan 2022)"
54,2014 Ford Ecosport 1.5 TITANIUMTDCI OPT MANUAL,"501,699",Non-Accidental,"66,779 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-12-C-x-xxxx,March 2014,"66,779km (03 Jan 2022)"
55,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"421,699",Non-Accidental,"127,254 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-14-C-x-xxxx,January 2014,"127,254km (15 Nov 2021)"
56,2013 Toyota Etios Liva GD MANUAL,"318,499",Non-Accidental,"67,725 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,June 2013,"67,725km (20 Jan 2022)"
57,2014 Ford Ecosport 1.5 TREND TDCI MANUAL,"449,799",Non-Accidental,"102,117 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Diesel,DL-12-C-x-xxxx,May 2014,"102,117km (26 Oct 2021)"
58,2016 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"508,999",Non-Accidental,"41,533 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,DL-10-C-x-xxxx,April 2016,"41,533km (31 Oct 2021)"
59,2015 Hyundai Creta 1.6 SX CRDI ,"793,899",Non-Accidental,"117,683 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,July 2015,"117,683km (24 Nov 2021)"
60,2014 Toyota Innova 2.5 VX 8 STR BS IV MANUAL,"1,097,599",Non-Accidental,"69,958 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-12-C-x-xxxx,January 2014,"69,958km (03 Jan 2022)"
61,2013 Mercedes Benz E Class E 250 CDI AVANTGARDE MANUAL,"1,575,499",Non-Accidental,"41,294 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-1C-Q-x-xxxx,April 2013,"41,294km (28 Dec 2021)"
62,2014 Hyundai Elite i20 SPORTZ (O) 1.2 MANUAL,"508,999",Non-Accidental,"82,377 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-P-x-xxxx,August 2014,"82,377km (12 Jan 2022)"
63,2017 Tata Tiago XT 1.2 REVOTRON MANUAL,"446,099",Non-Accidental,"14,031 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,DL-10-C-x-xxxx,April 2017,"14,031km (11 Jan 2022)"
64,2013 Honda Amaze 1.5 VXMT I DTEC MANUAL,"299,299",Non-Accidental,"109,366 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-9C-U-x-xxxx,April 2013,"109,366km (02 Jan 2022)"
65,2014 Hyundai Elite i20 MAGNA 1.4 CRDI MANUAL,"492,099",Non-Accidental,"37,833 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,January 2014,"37,833km (03 Jan 2022)"
66,2015 Hyundai Elite i20 MAGNA 1.4 CRDI MANUAL,"471,199",Non-Accidental,"66,762 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-5C-E-x-xxxx,October 2015,"66,762km (07 Jan 2022)"
67,2016 Maruti Baleno ALPHA DDIS 190  MANUAL,"574,799",Non-Accidental,"67,332 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Diesel,DL-9C-A-x-xxxx,January 2016,"67,332km (16 Nov 2021)"
68,2016 Maruti Baleno ALPHA DDIS 190  MANUAL,"581,699",Non-Accidental,"71,530 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-D-x-xxxx,October 2016,"71,530km (06 Nov 2021)"
69,2014 Hyundai Elite i20 ASTA 1.4 CRDI MANUAL,"506,799",Non-Accidental,"169,197 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-20-A-x-xxxx,October 2014,"169,197km (25 Oct 2021)"
70,2013 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"402,799",Non-Accidental,"43,986 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,October 2013,"43,986km (20 Jan 2022)"
71,2019 Hyundai VENUE S MT Turbo GDI 1.0L   ,"926,199",Non-Accidental,"31,118 km",NA,Valid upto Jan 2023Third_party,1st Owner,Petrol,HR-36-A-x-xxxx,November 2019,"31,118km (11 Dec 2021)"
72,2017 Maruti Dzire VXI MANUAL,"631,699",Non-Accidental,"23,321 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-2C-A-x-xxxx,May 2017,"23,321km (31 Dec 2021)"
73,2020 Hyundai GRAND I10 NIOS ASTA PETROL AMT AUTOMATIC,"757,899",Non-Accidental,"11,966 km",AUTOMATIC,Valid upto Aug 2023Third_party,1st Owner,Petrol,DL-4C-A-x-xxxx,July 2020,"11,966km (20 Dec 2021)"
74,2020 Ford New Figo 1.2 TREND MANUAL,"562,899",Non-Accidental,"3,210 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-7C-R-x-xxxx,March 2020,"3,210km (13 Jan 2022)"
75,2020 MG HECTOR SHARP DCT PETROL  ,"1,783,499",Non-Accidental,"7,284 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-42-G-x-xxxx,January 2020,"7,284km (12 Jan 2022)"
76,2016 Maruti Baleno ZETA 1.2 K12  MANUAL,"555,699",Non-Accidental,"57,606 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-9C-A-x-xxxx,February 2016,"57,606km (28 Oct 2021)"
77,2016 Maruti Baleno ALPHA 1.2 K12  MANUAL,"544,999",Non-Accidental,"45,202 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-26-D-x-xxxx,September 2016,"45,202km (24 Dec 2021)"
78,2016 Maruti Baleno DELTA DDIS 190  MANUAL,"554,199",Non-Accidental,"63,363 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-10-C-x-xxxx,September 2016,"63,363km (13 Jan 2022)"
79,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"559,799",Non-Accidental,"44,604 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,DL-1C-R-x-xxxx,January 2016,"44,604km (18 Jan 2022)"
80,2014 Toyota Fortuner 3.0 AT 4X2 AUTOMATIC,"1,341,199",Non-Accidental,"123,799 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-10-C-x-xxxx,November 2014,"123,799km (09 Dec 2021)"
81,2013 Toyota Fortuner 3.0 AT 4X2 AUTOMATIC,"1,215,399",Non-Accidental,"74,189 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-9C-A-x-xxxx,April 2013,"74,189km (29 Oct 2021)"
82,2020 Hyundai GRAND I10 NIOS MAGNA 1.2 MT  MANUAL,"637,999",Non-Accidental,"3,907 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,HR-29-A-x-xxxx,February 2020,"3,907km (29 Dec 2021)"
83,2013 Toyota Fortuner 3.0 MT 4X2 MANUAL,"1,268,299",Non-Accidental,"117,460 km",MANUAL,Valid upto May 2022Comp,2nd Owner,Diesel,DL-9C-A-x-xxxx,May 2013,"117,460km (12 Jan 2022)"
84,2016 Maruti Baleno DELTA 1.2 K12  MANUAL,"517,099",Non-Accidental,"82,529 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,HR-22-M-x-xxxx,October 2016,"82,529km (14 Jan 2022)"
85,2014 Renault Duster 85 PS RXE MANUAL,"437,699",Non-Accidental,"159,012 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,February 2014,"159,012km (03 Jan 2022)"
86,2013 Toyota Fortuner 3.0 AT 4X2 AUTOMATIC,"1,258,899",Non-Accidental,"154,297 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,UP-14-B-x-xxxx,February 2013,"154,297km (27 Oct 2021)"
87,2013 Toyota Fortuner 3.0 MT 4X2 MANUAL,"1,282,999",Non-Accidental,"76,953 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-14-C-x-xxxx,July 2013,"76,953km (18 Dec 2021)"
88,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"449,599",Non-Accidental,"50,683 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-2C-A-x-xxxx,May 2014,"50,683km (16 Dec 2021)"
89,2017 Toyota Fortuner 2.8 4x2 MT MANUAL,"2,760,299",Non-Accidental,"92,357 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,CH-01-B-x-xxxx,March 2017,"92,357km (10 Dec 2021)"
90,2014 Maruti Ciaz VDI PLUS MANUAL,"532,099",Non-Accidental,"62,366 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-2C-A-x-xxxx,November 2014,"62,366km (07 Jan 2022)"
91,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"560,099",Non-Accidental,"32,515 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,DL-8C-A-x-xxxx,May 2017,"32,515km (11 Jan 2022)"
92,2015 Hyundai i10 SPORTZ 1.1 IRDE2 MANUAL,"365,399",Non-Accidental,"40,102 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,DL-12-C-x-xxxx,July 2015,"40,102km (19 Jan 2022)"
93,2018 Maruti Dzire VDI MANUAL,"638,899",Non-Accidental,"29,735 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-36-X-x-xxxx,February 2018,"29,735km (04 Jan 2022)"
94,2018 Hyundai Elite i20 ASTA 1.4 CRDI MANUAL,"704,399",Non-Accidental,"74,782 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-08-Y-x-xxxx,January 2018,"74,782km (04 Jan 2022)"
95,2016 Maruti Vitara Brezza ZDI MANUAL,"624,799",Non-Accidental,"101,529 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-26-C-x-xxxx,April 2016,"101,529km (23 Dec 2021)"
96,2021 Toyota Glanza V CVT AUTOMATIC,"966,999",Non-Accidental,"4,768 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,UP-15-D-x-xxxx,June 2021,"4,768km (18 Jan 2022)"
97,2018 Ford Figo Aspire 1.2 TITANIUM PETROL MANUAL,"559,899",Non-Accidental,"39,845 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,DL-4C-A-x-xxxx,March 2018,"39,845km (30 Dec 2021)"
98,2017 Maruti S Cross ALPHA SHVS MANUAL,"866,699",Non-Accidental,"96,542 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,HR-26-D-x-xxxx,December 2017,"96,542km (20 Oct 2021)"
99,2017 Maruti Ciaz DELTA 1.3 DDIS SHVS  MANUAL,"640,899",Non-Accidental,"69,995 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Diesel,DL-8C-A-x-xxxx,April 2017,"69,995km (11 Jan 2022)"
100,2015 Hyundai Verna FLUIDIC 1.6 CRDI S (o) ,"646,299",Non-Accidental,"62,300 km",NA,Valid upto Jun 2022Comp,1st Owner,Diesel,HR-26-C-x-xxxx,June 2015,"62,300km (11 Jan 2022)"
101,2013 Maruti Ertiga VDI ABS MANUAL,"492,599",Non-Accidental,"112,745 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-Q-x-xxxx,July 2013,"112,745km (29 Dec 2021)"
102,2016 Maruti Vitara Brezza ZDI MANUAL,"658,899",Non-Accidental,"54,460 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-12-C-x-xxxx,March 2016,"54,460km (31 Oct 2021)"
103,2016 Maruti Vitara Brezza VDI OPT MANUAL,"657,899",Non-Accidental,"59,773 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-12-C-x-xxxx,March 2016,"59,773km (03 Dec 2021)"
104,2016 Maruti Vitara Brezza VDI MANUAL,"646,799",Non-Accidental,"30,116 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-A-x-xxxx,September 2016,"30,116km (16 Nov 2021)"
105,2014 Maruti Ciaz VDI PLUS MANUAL,"517,599",Non-Accidental,"113,158 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-51-B-x-xxxx,January 2014,"113,158km (08 Nov 2021)"
106,2016 Maruti Vitara Brezza ZDI MANUAL,"678,399",Non-Accidental,"92,569 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,HR-51-B-x-xxxx,March 2016,"92,569km (22 Nov 2021)"
107,2013 Toyota Innova 2.5 GX 8 STR BS IV MANUAL,"685,199",Non-Accidental,"55,587 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-8C-Z-x-xxxx,January 2013,"55,587km (28 Oct 2021)"
108,2015 Hyundai Elite i20 ASTA 1.4 CRDI MANUAL,"517,399",Non-Accidental,"141,314 km",MANUAL,Valid upto Jun 2022Comp,3rd Owner,Diesel,HR-21-K-x-xxxx,May 2015,"141,314km (22 Dec 2021)"
109,2018 Maruti IGNIS DELTA 1.2 K12 AMT AUTOMATIC,"566,899",Non-Accidental,"38,369 km",AUTOMATIC,Valid upto Jul 2022Comp,1st Owner,Petrol,DL-2C-A-x-xxxx,June 2018,"38,369km (03 Jan 2022)"
110,2013 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"421,599",Non-Accidental,"31,505 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,CH-01-A-x-xxxx,May 2013,"31,505km (24 Aug 2021)"
111,2012 Toyota Fortuner 3.0 MT 4X2 MANUAL,"1,077,899",Non-Accidental,"146,017 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-1C-A-x-xxxx,December 2012,"146,017km (02 Nov 2021)"
112,2017 Honda WR-V 1.2 i-VTEC VX MT MANUAL,"726,099",Non-Accidental,"26,693 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,HR-26-D-x-xxxx,October 2017,"26,693km (14 Jan 2022)"
113,2016 Maruti Vitara Brezza VDI OPT MANUAL,"646,199",Non-Accidental,"73,453 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,DL-3C-C-x-xxxx,October 2016,"73,453km (03 Dec 2021)"
114,2017 Maruti Vitara Brezza ZDI MANUAL,"668,199",Non-Accidental,"93,199 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,DL-2C-A-x-xxxx,February 2017,"93,199km (11 Dec 2021)"
