,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
341,2017 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"580,299",Non-Accidental,"14,199 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-12-P-x-xxxx,June 2017,"14,199km (19 Oct 2021)"
342,2017 Ford Ecosport 1.5 TITANIUM TI VCT AT AUTOMATIC,"817,099",Non-Accidental,"24,680 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-02-E-x-xxxx,August 2017,"24,680km (04 Jan 2022)"
343,2012 Hyundai i20 MAGNA O 1.2 MANUAL,"419,299",Non-Accidental,"31,372 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-04-F-x-xxxx,October 2012,"31,372km (18 Nov 2021)"
344,2016 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"533,099",Non-Accidental,"55,216 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-12-M-x-xxxx,January 2016,"55,216km (30 Oct 2021)"
345,2014 Maruti Celerio VXI  MANUAL,"407,299",Non-Accidental,"111,516 km",MANUAL,Valid upto Aug 2022Third_party,1st Owner,Petrol,MH-12-K-x-xxxx,March 2014,"111,516km (05 Jan 2022)"
346,2015 Maruti Swift ZDI MANUAL,"588,899",Non-Accidental,"64,342 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,MH-12-M-x-xxxx,July 2015,"64,342km (30 Dec 2021)"
347,2018 Hyundai Verna 1.6 SX VTVT AT (O) AUTOMATIC,"1,107,399",Non-Accidental,"36,856 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-05-D-x-xxxx,June 2018,"36,856km (14 Jan 2022)"
348,2017 Maruti Dzire ZDI Plus AMT AUTOMATIC,"748,499",Non-Accidental,"38,118 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,MH-12-P-x-xxxx,May 2017,"38,118km (21 Dec 2021)"
349,2018 Nissan Micra XL CVT (PETROL) AUTOMATIC,"638,899",Non-Accidental,"14,360 km",AUTOMATIC,Valid upto Jul 2022Comp,1st Owner,Petrol,MH-12-Q-x-xxxx,April 2018,"14,360km (07 Sep 2021)"
350,2018 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"595,999",Non-Accidental,"21,666 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,MH-47-A-x-xxxx,May 2018,"21,666km (14 Nov 2021)"
351,2018 Maruti IGNIS ZETA 1.2 K12 AMT AUTOMATIC,"640,299",Non-Accidental,"9,217 km",AUTOMATIC,Valid upto Jul 2022Comp,1st Owner,Petrol,MH-14-G-x-xxxx,April 2018,"9,217km (05 Jan 2022)"
352,2017 Ford Ecosport 1.5 TITANIUM TI VCT AT AUTOMATIC,"863,799",Non-Accidental,63 km,AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-43-B-x-xxxx,August 2017,63km (19 Oct 2021)
353,2017 Maruti Baleno DELTA 1.2 K12  MANUAL,"579,899",Non-Accidental,"53,917 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-02-E-x-xxxx,April 2017,"53,917km (18 Oct 2021)"
354,2018 Maruti IGNIS DELTA 1.2 K12  MANUAL,"498,699",Non-Accidental,"12,811 km",MANUAL,Valid upto Jul 2022Zero_Dep,2nd Owner,Petrol,MH-02-E-x-xxxx,May 2018,"12,811km (17 Jan 2022)"
355,2018 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT MANUAL,"861,299",Non-Accidental,"12,961 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,MH-03-D-x-xxxx,May 2018,"12,961km (08 Nov 2021)"
356,2017 Maruti Baleno DELTA 1.2 K12  MANUAL,"601,799",Non-Accidental,"18,994 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,MH-14-G-x-xxxx,August 2017,"18,994km (29 Oct 2021)"
357,2012 Maruti Swift Dzire VDI BS IV MANUAL,"439,099",Non-Accidental,"136,082 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,MH-02-C-x-xxxx,October 2012,"136,082km (18 Oct 2021)"
358,2015 Honda Brio 1.2 S MT I VTEC MANUAL,"393,999",Non-Accidental,"30,487 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-14-E-x-xxxx,February 2015,"30,487km (28 Sep 2021)"
359,2018 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"870,699",Non-Accidental,"44,116 km",MANUAL,Valid upto May 2022Third Party,1st Owner,Diesel,MH-03-C-x-xxxx,March 2018,"44,116km (31 Dec 2021)"
360,2017 Skoda Superb 1.8 TSI LK AT AUTOMATIC,"1,801,999",Non-Accidental,"22,446 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,MH-02-E-x-xxxx,March 2017,"22,446km (11 Jan 2022)"
361,2020 Maruti S PRESSO VXI PLUS AGS  AUTOMATIC,"493,199",Non-Accidental,"6,794 km",AUTOMATIC,Valid upto Nov 2023Third_party,2nd Owner,Petrol,MH-47-A-x-xxxx,October 2020,"6,794km (02 Dec 2021)"
362,2018 Volkswagen Polo GT TSI 1.2 PETROL AT AUTOMATIC,"808,299",Non-Accidental,"20,448 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-43-B-x-xxxx,January 2018,"20,448km (19 Jan 2022)"
363,2018 Ford Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF) MANUAL,"975,999",Non-Accidental,"17,005 km",MANUAL,Valid upto Mar 2023Comp,2nd Owner,Petrol,MH-04-K-x-xxxx,May 2018,"17,005km (01 Nov 2021)"
364,2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT MANUAL,"789,899",Non-Accidental,"10,129 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,MH-12-R-x-xxxx,April 2019,"10,129km (15 Nov 2021)"
365,2014 Maruti Ritz VDI  MANUAL,"366,999",Non-Accidental,"121,608 km",MANUAL,Valid upto May 2022Comp,1st Owner,Diesel,MH-15-E-x-xxxx,May 2014,"121,608km (25 Oct 2021)"
366,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"710,799",Non-Accidental,"16,002 km",MANUAL,Valid upto May 2022Comp,1st Owner,Petrol,MH-12-R-x-xxxx,March 2019,"16,002km (04 Jan 2022)"
367,2019 Hyundai Elite i20 1.4 SPORTS PLUS CRDI ,"839,699",Non-Accidental,"40,106 km",NA,Valid upto Jan 20233rd Party,1st Owner,Diesel,MH-12-R-x-xxxx,May 2019,"40,106km (17 Jan 2022)"
368,2018 Hyundai Creta 1.6 VTVT SX AUTO AUTOMATIC,"1,432,599",Non-Accidental,"69,711 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-12-Q-x-xxxx,October 2018,"69,711km (10 Jan 2022)"
369,2016 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"470,799",Non-Accidental,"86,068 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Petrol,MH-12-M-x-xxxx,March 2016,"86,068km (21 Sep 2021)"
370,2018 Maruti Vitara Brezza ZDI PLUS MANUAL,"878,999",Non-Accidental,"65,640 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Diesel,MH-12-Q-x-xxxx,May 2018,"65,640km (09 Oct 2021)"
371,2014 Maruti Swift VDI MANUAL,"519,599",Non-Accidental,"64,412 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,MH-12-K-x-xxxx,February 2014,"64,412km (26 Oct 2021)"
372,2020 MG HECTOR SHARP DCT PETROL  AUTOMATIC,"1,643,499",Non-Accidental,"45,881 km",AUTOMATIC,Valid upto Mar 2023Zero_Dep,1st Owner,Petrol,MH-14-J-x-xxxx,February 2020,"45,881km (22 Dec 2021)"
373,2019 Maruti Swift ZXI AMT AUTOMATIC,"763,799",Non-Accidental,"4,888 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-12-R-x-xxxx,August 2019,"4,888km (31 Dec 2021)"
374,2019 Maruti Baleno ALPHA 1.2 K12  MANUAL,"769,799",Non-Accidental,"4,921 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-12-R-x-xxxx,August 2019,"4,921km (18 Oct 2021)"
375,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"493,099",Non-Accidental,"15,052 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,MH-47-A-x-xxxx,November 2015,"15,052km (02 Jan 2022)"
376,2013 Maruti Swift Dzire VDI BS IV MANUAL,"514,599",Non-Accidental,"87,964 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,MH-02-C-x-xxxx,January 2013,"87,964km (11 Jan 2022)"
377,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"528,099",Non-Accidental,"31,026 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-46-A-x-xxxx,December 2015,"31,026km (09 Dec 2021)"
378,2018 Maruti Baleno ZETA 1.2 K12 AMT  AUTOMATIC,"741,299",Non-Accidental,"6,283 km",AUTOMATIC,Valid upto Nov 2022Comprehensive,1st Owner,Petrol,MH-12-Q-x-xxxx,October 2018,"6,283km (18 Jan 2022)"
379,2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT MANUAL,"454,699",Non-Accidental,"63,175 km",MANUAL,Valid upto Aug 2022Comp,3rd Owner,Petrol,MH-12-M-x-xxxx,July 2015,"63,175km (22 Oct 2021)"
380,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"611,999",Non-Accidental,"29,701 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-43-B-x-xxxx,March 2018,"29,701km (02 Dec 2021)"
381,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT MANUAL,"481,099",Non-Accidental,"31,497 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,MH-12-M-x-xxxx,September 2015,"31,497km (12 Jan 2022)"
382,2012 Maruti Wagon R 1.0 LXI CNG MANUAL,"278,099",Non-Accidental,"88,649 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol + CNG,MH-43-A-x-xxxx,August 2012,"88,649km (24 Dec 2021)"
383,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT MANUAL,"452,199",Non-Accidental,"27,617 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol,MH-12-M-x-xxxx,October 2015,"27,617km (23 Dec 2021)"
384,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"514,499",Non-Accidental,"27,787 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-14-F-x-xxxx,September 2016,"27,787km (25 Oct 2021)"
385,2018 Maruti Celerio ZXI  MANUAL,"479,299",Non-Accidental,"42,234 km",MANUAL,Valid upto Jul 2022Comp,1st Owner,Petrol,MH-12-Q-x-xxxx,April 2018,"42,234km (10 Jan 2022)"
386,2012 Maruti Wagon R 1.0 VXI MANUAL,"291,399",Non-Accidental,"46,653 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-03-B-x-xxxx,September 2012,"46,653km (21 Dec 2021)"
387,2016 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"484,899",Non-Accidental,"31,884 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,MH-12-N-x-xxxx,June 2016,"31,884km (26 Oct 2021)"
388,2013 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"446,199",Non-Accidental,"27,784 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-05-B-x-xxxx,November 2013,"27,784km (30 Nov 2021)"
389,2018 Renault Kwid RXT 1.0 EASY-R AT OPTION AUTOMATIC,"485,399",Non-Accidental,"8,054 km",AUTOMATIC,Valid upto Aug 2022Third_party,1st Owner,Petrol,MH-12-Q-x-xxxx,July 2018,"8,054km (31 Dec 2021)"
390,2019 Renault Kwid RXT 1.0 EASY-R AT OPTION AUTOMATIC,"510,299",Non-Accidental,"8,651 km",AUTOMATIC,Valid upto Apr 2022Zero_Dep,1st Owner,Petrol,MH-12-R-x-xxxx,April 2019,"8,651km (03 Jan 2022)"
391,2019 Maruti Baleno ZETA 1.2 K12  MANUAL,"729,899",Non-Accidental,"18,002 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,MH-12-R-x-xxxx,July 2019,"18,002km (26 Nov 2021)"
392,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"531,599",Non-Accidental,"20,393 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-14-G-x-xxxx,November 2017,"20,393km (08 Jan 2022)"
393,2019 Maruti Baleno ZETA 1.2 K12  MANUAL,"734,799",Non-Accidental,"10,458 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-02-E-x-xxxx,January 2019,"10,458km (02 Nov 2021)"
394,2018 Maruti Celerio VXI  MANUAL,"531,299",Non-Accidental,"29,458 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-14-G-x-xxxx,March 2018,"29,458km (31 Dec 2021)"
395,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT MANUAL,"485,299",Non-Accidental,"10,267 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,MH-47-A-x-xxxx,June 2015,"10,267km (31 Dec 2021)"
396,2018 Maruti Baleno DELTA 1.2 K12  MANUAL,"651,699",Non-Accidental,"18,408 km",MANUAL,Valid upto Nov 2022Comprehensive,2nd Owner,Petrol,MH-12-Q-x-xxxx,October 2018,"18,408km (19 Jan 2022)"
397,2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT ,"624,799",Non-Accidental,"25,194 km",NA,Valid upto Jun 20223rd Party,1st Owner,Petrol,MH-12-P-x-xxxx,April 2017,"25,194km (12 Jan 2022)"
398,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT MANUAL,"455,099",Non-Accidental,"21,209 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,MH-48-A-x-xxxx,February 2015,"21,209km (11 Aug 2021)"
399,2017 Hyundai Grand i10 Sportz1.2 CRDI MANUAL,"551,799",Non-Accidental,"67,597 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Diesel,MH-12-Q-x-xxxx,January 2017,"67,597km (10 Jan 2022)"
