,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
237,2015 Maruti Alto 800 LXI MANUAL,"288,299",Non-Accidental,"4,329 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2015,"4,329km (31 Dec 2021)"
238,2017 Maruti Alto 800 VXI MANUAL,"302,599",Non-Accidental,"16,909 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-10-0-x-xxxx,November 2017,"16,909km (30 Dec 2021)"
239,2017 Maruti Alto 800 VXI MANUAL,"292,599",Non-Accidental,"55,280 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,November 2017,"55,280km (14 Dec 2021)"
240,2017 Maruti Alto K10 VXI (O) AMT ,"395,099",Non-Accidental,"2,595 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-12-A-x-xxxx,November 2017,"2,595km (29 Dec 2021)"
241,2015 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"427,799",Non-Accidental,"126,168 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,March 2015,"126,168km (23 Dec 2021)"
242,2017 Mahindra TUV300 T8 MANUAL,"678,499",Non-Accidental,"32,277 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,July 2017,"32,277km (11 Jan 2022)"
243,2015 Maruti Wagon R 1.0 VXI MANUAL,"373,699",Non-Accidental,"58,110 km",MANUAL,Valid upto Nov 2022Comp,1st Owner,Petrol,WB-26-T-x-xxxx,November 2015,"58,110km (20 Jan 2022)"
244,2018 Hyundai Verna 1.6 SX VTVT (O) MANUAL,"849,899",Non-Accidental,"33,124 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-12-A-x-xxxx,March 2018,"33,124km (21 Jan 2022)"
245,2017 Renault Kwid RXT MANUAL,"314,599",Non-Accidental,"54,650 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-A-x-xxxx,May 2017,"54,650km (29 Dec 2021)"
246,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"660,999",Non-Accidental,"55,134 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-12-D-x-xxxx,January 2016,"55,134km (28 Oct 2021)"
247,2019 Maruti Alto 800 LXI MANUAL,"322,399",Non-Accidental,"11,695 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-20-B-x-xxxx,January 2019,
248,2014 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"405,299",Non-Accidental,"41,654 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Petrol,WB-12-C-x-xxxx,May 2014,"41,654km (03 Jan 2022)"
249,2018 Renault Kwid CLIMBER 1.0 MANUAL,"414,099",Non-Accidental,"3,331 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,WB-20-B-x-xxxx,March 2018,"3,331km (24 Dec 2021)"
250,2016 Honda Jazz 1.2 V AT AUTOMATIC,"565,499",Non-Accidental,"84,777 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-B-x-xxxx,February 2016,"84,777km (08 Jan 2022)"
251,2019 Maruti Dzire VXI MANUAL,"659,599",Non-Accidental,"1,674 km",MANUAL,Valid upto Dec 2022Third_party,2nd Owner,Petrol,WB-02-A-x-xxxx,December 2019,"1,674km (25 Dec 2021)"
252,2018 Maruti Alto 800 LXI MANUAL,"304,499",Non-Accidental,"29,750 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-10-4-x-xxxx,May 2018,"29,750km (10 Jan 2022)"
253,2018 Maruti Alto K10 VXI  MANUAL,"343,599",Non-Accidental,"43,650 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-A-x-xxxx,March 2018,"43,650km (07 Jan 2022)"
254,2011 Toyota Etios G MANUAL,"261,299",Non-Accidental,"58,384 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-06-G-x-xxxx,January 2011,"58,384km (14 Jan 2022)"
255,2015 Honda City V MT PETROL MANUAL,"513,399",Non-Accidental,"40,336 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-A-x-xxxx,January 2015,"40,336km (19 Dec 2021)"
256,2016 Hyundai Verna FLUIDIC 1.6 SX VTVT MANUAL,"551,699",Non-Accidental,"31,737 km",MANUAL,Valid upto Jun 2022Comp,1st Owner,Petrol,WB-02-A-x-xxxx,May 2016,"31,737km (27 Dec 2021)"
257,2015 Honda City SV MT PETROL MANUAL,"520,299",Non-Accidental,"71,118 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,February 2015,"71,118km (25 Dec 2021)"
258,2014 Honda City S MT PETROL MANUAL,"510,599",Non-Accidental,"60,651 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2014,"60,651km (15 Jan 2022)"
259,2014 BMW 3 Series 320D GT LUXURY LINE AUTOMATIC,"1,601,299",Non-Accidental,"27,692 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,WB-02-A-x-xxxx,May 2014,"27,692km (26 Dec 2021)"
260,2010 Maruti Wagon R 1.0 LXI MANUAL,"218,199",Non-Accidental,"96,134 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-18-E-x-xxxx,January 2010,"96,134km (28 Dec 2021)"
261,2019 Honda City 1.5 V MT MANUAL,"838,599",Non-Accidental,"22,650 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,WB-10-A-x-xxxx,May 2019,"22,650km (28 Dec 2021)"
262,2017 Jeep Compass LIMITED O 1.4 AT AUTOMATIC,"1,163,499",Non-Accidental,"38,384 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-02-A-x-xxxx,December 2017,"38,384km (06 Jan 2022)"
263,2014 Maruti Swift Dzire VXI 1.2 BS IV MANUAL,"438,399",Non-Accidental,"31,351 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-26-T-x-xxxx,January 2014,"31,351km (20 Dec 2021)"
264,2015 Hyundai i20 Active 1.2 S MANUAL,"495,999",Non-Accidental,"47,061 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-A-x-xxxx,May 2015,"47,061km (29 Dec 2021)"
265,2019 Hyundai Elite i20 1.2 SPORTS PLUS VTVT MANUAL,"656,799",Non-Accidental,"19,082 km",MANUAL,Valid upto Aug 2022Comp,1st Owner,Petrol,WB-26-B-x-xxxx,February 2019,"19,082km (13 Dec 2021)"
266,2015 Hyundai Elite i20 MAGNA 1.2 MANUAL,"436,999",Non-Accidental,"61,799 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-12-D-x-xxxx,December 2015,"61,799km (16 Dec 2021)"
267,2015 Hyundai Eon MAGNA PLUS MANUAL,"253,899",Non-Accidental,"62,307 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-06-L-x-xxxx,February 2015,"62,307km (31 Dec 2021)"
268,2015 Hyundai Grand i10 ASTA 1.2 (O) VTVT MANUAL,"415,699",Non-Accidental,"64,120 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-A-x-xxxx,January 2015,"64,120km (18 Dec 2021)"
269,2016 Hyundai i10 MAGNA 1.1 IRDE2 MANUAL,"300,000",,"16,014 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-C-x-xxxx,November 2016,
270,2015 Volkswagen Polo COMFORTLINE 1.2L PETROL MANUAL,"265,155",,"29,732 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-08-A-x-xxxx,February 2015,
271,2017 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"600,000",,"50,119 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-08-D-x-xxxx,April 2017,
272,2015 Hyundai Elite i20 ASTA 1.2 MANUAL,"406,755",,"63,487 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,March 2015,
273,2007 Maruti Swift VDI MANUAL,"130,000",,"90,265 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,WB-02-Y-x-xxxx,August 2007,
274,2018 Datsun Redi Go T (O) MANUAL,"271,599",Non-Accidental,"13,832 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-30-A-x-xxxx,May 2018,"13,832km (01 Nov 2021)"
275,2019 Tata Harrier XZ 2.0L Kryotec MANUAL,"1,380,599",Non-Accidental,"23,431 km",MANUAL,Valid upto May 2022Third_party,1st Owner,Diesel,WB-02-A-x-xxxx,March 2019,"23,431km (15 Jan 2022)"
276,2018 Ford Ecosport 1.5 TITANIUM TI VCT MANUAL,"748,099",Non-Accidental,"30,753 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,WB-02-A-x-xxxx,January 2018,"30,753km (04 Jan 2022)"
277,2016 Maruti S Cross ZETA 1.3 MANUAL,"550,000",,"57,828 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,February 2016,
278,2001 Maruti Wagon R LXI ,"38,000",,"72,000 km",NA,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-24-C-x-xxxx,N/A,
279,2016 Hyundai Creta 1.4 BASE MANUAL,"850,000",,"33,130 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,WB-02-A-x-xxxx,June 2016,
280,2014 Honda City S MT DIESEL MANUAL,"500,000",,"61,643 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Diesel,WB-24-Y-x-xxxx,December 2014,
281,2006 Maruti Wagon R LXI MANUAL,"100,000",,"26,500 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,CH-03-W-x-xxxx,January 2006,
282,2010 Honda City S MT PETROL MANUAL,"225,000",,"70,410 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol,WB-06-D-x-xxxx,July 2010,
283,2010 Hyundai i20 MAGNA O 1.2 MANUAL,"160,000",,"54,757 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,WB-06-E-x-xxxx,August 2010,
284,2012 BMW 3 Series 320D AUTOMATIC,"1,200,000",,"23,782 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Diesel,MH-12-E-x-xxxx,January 2012,
