,Car Model,Price,History,Kilometers Driven,Transmission,Insurance,Owner,Fuel Type,Registration,Year of Purchase,Last Service
154,2019 Maruti Swift VDI MANUAL,"660,999",Non-Accidental,"11,312 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-01-K-x-xxxx,December 2019,"11,312km (13 Nov 2021)"
155,2020 Hyundai GRAND I10 NIOS SPORTZ 1.2 AT  AUTOMATIC,"728,599",Non-Accidental,"2,435 km",AUTOMATIC,Valid upto Jul 2023Third_party,1st Owner,Petrol,GJ-01-K-x-xxxx,July 2020,"2,435km (29 Dec 2021)"
156,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"634,199",Non-Accidental,"28,399 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,September 2019,"28,399km (02 Jan 2022)"
157,2017 Maruti Vitara Brezza ZDI PLUS MANUAL,"741,099",Non-Accidental,"150,666 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-07-D-x-xxxx,January 2017,"150,666km (03 Jan 2022)"
158,2017 Maruti Vitara Brezza VDI OPT MANUAL,"739,699",Non-Accidental,"18,237 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-31-A-x-xxxx,April 2017,"18,237km (25 Nov 2021)"
159,2019 Maruti New  Wagon-R VXI 1.2L MANUAL,"533,499",Non-Accidental,"4,118 km",MANUAL,Valid upto Sep 2022Third Party,1st Owner,Petrol,GJ-18-B-x-xxxx,January 2019,"4,118km (22 Nov 2021)"
160,2013 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"401,099",Non-Accidental,"85,892 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-R-x-xxxx,November 2013,"85,892km (04 Jan 2022)"
161,2018 Maruti Vitara Brezza ZDI MANUAL,"802,099",Non-Accidental,"52,560 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-01-H-x-xxxx,August 2018,"52,560km (10 Jan 2022)"
162,2017 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"757,599",Non-Accidental,"63,973 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-27-B-x-xxxx,June 2017,"63,973km (01 Nov 2021)"
163,2017 Maruti Vitara Brezza VDI MANUAL,"643,499",Non-Accidental,"79,483 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Diesel,GJ-05-J-x-xxxx,January 2017,"79,483km (01 Jan 2022)"
164,2015 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"413,999",Non-Accidental,"100,207 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Petrol,GJ-01-R-x-xxxx,April 2015,"100,207km (22 Dec 2021)"
165,2013 Hyundai i10 MAGNA 1.1 IRDE2 MANUAL,"334,399",Non-Accidental,"34,190 km",MANUAL,Valid upto Apr 2022Comp,1st Owner,Petrol,GJ-17-A-x-xxxx,April 2013,"34,190km (20 Jan 2022)"
166,2018 Maruti Vitara Brezza ZDI MANUAL,"801,399",Non-Accidental,"154,390 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-03-K-x-xxxx,August 2018,"154,390km (12 Nov 2021)"
167,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"679,699",Non-Accidental,"15,275 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,February 2020,"15,275km (18 Dec 2021)"
168,2018 Maruti Vitara Brezza ZDI MANUAL,"796,699",Non-Accidental,"53,464 km",MANUAL,Valid upto Jun 2022Zero_Dep,2nd Owner,Diesel,GJ-27-B-x-xxxx,May 2018,"53,464km (03 Jan 2022)"
169,2016 Maruti Vitara Brezza VDI MANUAL,"625,099",Non-Accidental,"62,745 km",MANUAL,Valid upto Jul 2022Comp,2nd Owner,Diesel,GJ-06-K-x-xxxx,July 2016,"62,745km (24 Dec 2021)"
170,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"652,999",Non-Accidental,"11,316 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-06-P-x-xxxx,September 2019,"11,316km (01 Jan 2022)"
171,2021 Maruti Baleno DELTA 1.2 K12  MANUAL,"701,299",Non-Accidental,"8,076 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-D-x-xxxx,February 2021,"8,076km (02 Dec 2021)"
172,2020 Hyundai AURA SX+ AT 1.2CRDI AUTOMATIC,"1,049,799",Non-Accidental,"12,392 km",AUTOMATIC,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-01-K-x-xxxx,January 2020,"12,392km (25 Dec 2021)"
173,2019 Maruti Baleno ZETA 1.2 K12  MANUAL,"649,199",Non-Accidental,"32,332 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,September 2019,"32,332km (17 Dec 2021)"
174,2019 Maruti Swift VDI MANUAL,"656,799",Non-Accidental,"26,746 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-15-C-x-xxxx,November 2019,"26,746km (02 Jan 2022)"
175,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"757,099",Non-Accidental,"149,890 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Diesel,GJ-03-J-x-xxxx,May 2016,"149,890km (13 Dec 2021)"
176,2016 Maruti Vitara Brezza ZDI PLUS DUAL TONE MANUAL,"795,199",Non-Accidental,"74,203 km",MANUAL,Valid upto Jun 2022Comp,2nd Owner,Diesel,GJ-03-J-x-xxxx,April 2016,"74,203km (10 Jan 2022)"
177,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"698,699",Non-Accidental,"6,109 km",MANUAL,Valid upto Oct 2023Third_party,1st Owner,Petrol,GJ-01-K-x-xxxx,October 2020,"6,109km (09 Nov 2021)"
178,2020 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"804,299",Non-Accidental,"9,730 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,February 2020,"9,730km (27 Dec 2021)"
179,2020 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"794,599",Non-Accidental,"4,689 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,February 2020,"4,689km (03 Jan 2022)"
180,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"661,299",Non-Accidental,"4,560 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-K-x-xxxx,January 2020,"4,560km (01 Jan 2022)"
181,2019 Maruti XL6 ALPHA SHVS  MT  MANUAL,"960,599",Non-Accidental,"41,081 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,GJ-18-B-x-xxxx,September 2019,"41,081km (18 Jan 2022)"
182,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,188 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,188km (24 Nov 2021)
183,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,"3,384 km",MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,"3,384km (29 Nov 2021)"
184,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,139 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,139km (03 Dec 2021)
185,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,"3,905 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-D-x-xxxx,September 2020,"3,905km (22 Nov 2021)"
186,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,169 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,169km (23 Nov 2021)
187,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,213 km,MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,213km (22 Nov 2021)
188,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,216 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,216km (23 Nov 2021)
189,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,223 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,223km (22 Nov 2021)
190,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,200 km,MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,200km (19 Nov 2021)
191,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,"6,138 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-K-x-xxxx,January 2020,"6,138km (26 Nov 2021)"
192,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,179 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,179km (24 Nov 2021)
193,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,282 km,MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,282km (25 Nov 2021)
194,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,208 km,MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,208km (29 Nov 2021)
195,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,161 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,161km (27 Nov 2021)
196,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,184 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,184km (29 Nov 2021)
197,2020 Maruti Baleno DELTA 1.2 K12  MANUAL,"711,299",Non-Accidental,225 km,MANUAL,Valid upto Sep 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,March 2020,225km (23 Nov 2021)
198,2019 Maruti XL6 ALPHA AT SHVS AUTOMATIC,"1,070,099",Non-Accidental,"6,718 km",AUTOMATIC,Valid upto Mar 2023Third_party,1st Owner,Petrol,GJ-01-K-x-xxxx,August 2019,"6,718km (13 Jan 2022)"
199,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"652,899",Non-Accidental,"66,690 km",MANUAL,Valid upto Sep 2022Comp,1st Owner,Petrol,GJ-06-P-x-xxxx,August 2019,"66,690km (16 Dec 2021)"
200,2019 Renault Kwid 1.0 RXT Opt MANUAL,"413,999",Non-Accidental,"1,739 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-K-x-xxxx,April 2019,"1,739km (01 Jan 2022)"
201,2019 Maruti Dzire VXI MANUAL,"716,099",Non-Accidental,"14,874 km",MANUAL,Valid upto Sep 2022Zero_Dep,1st Owner,Petrol,GJ-18-B-x-xxxx,July 2019,"14,874km (04 Jan 2022)"
202,2020 Maruti Baleno ZETA 1.2 K12  MANUAL,"734,599",Non-Accidental,188 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,188km (24 Nov 2021)
203,2020 Maruti Baleno ZETA 1.2 K12  MANUAL,"734,999",Non-Accidental,200 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,200km (22 Nov 2021)
204,2020 Maruti Baleno ZETA 1.2 K12  MANUAL,"736,099",Non-Accidental,146 km,MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2020,146km (24 Nov 2021)
205,2017 Maruti Baleno DELTA DDIS 190  MANUAL,"620,899",Non-Accidental,"114,782 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-17-B-x-xxxx,February 2017,"114,782km (08 Jan 2022)"
206,2020 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"839,599",Non-Accidental,"1,420 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,February 2020,"1,420km (01 Jan 2022)"
207,2019 Maruti Baleno ZETA 1.2 K12  MANUAL,"646,699",Non-Accidental,"69,553 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-38-B-x-xxxx,January 2019,"69,553km (13 Nov 2021)"
208,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"663,199",Non-Accidental,"19,272 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-H-x-xxxx,February 2019,"19,272km (01 Dec 2021)"
209,2016 Maruti Alto 800 LXI MANUAL,"266,399",Non-Accidental,"101,906 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-R-x-xxxx,March 2016,"101,906km (01 Dec 2021)"
210,2019 Maruti Baleno DELTA 1.2 K12  MANUAL,"674,599",Non-Accidental,"23,050 km",MANUAL,Valid upto Oct 2022Third_party,1st Owner,Petrol,GJ-05-R-x-xxxx,August 2019,"23,050km (12 Jan 2022)"
211,2015 Maruti Alto 800 VXI MANUAL,"264,599",Non-Accidental,"98,803 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-21-A-x-xxxx,July 2015,"98,803km (01 Dec 2021)"
212,2020 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"965,899",Non-Accidental,"32,683 km",MANUAL,Valid upto Aug 2023Third_party,1st Owner,Diesel,GJ-18-B-x-xxxx,August 2020,"32,683km (10 Jan 2022)"
213,2014 Honda Brio 1.2 S MT I VTEC MANUAL,"386,199",Non-Accidental,"40,880 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-R-x-xxxx,January 2014,"40,880km (19 Jan 2022)"
214,2014 Maruti Celerio VXI AMT AUTOMATIC,"347,999",Non-Accidental,"60,560 km",AUTOMATIC,Valid upto Jan 20233rd Party,2nd Owner,Petrol,GJ-06-H-x-xxxx,November 2014,"60,560km (13 Nov 2021)"
215,2016 Honda Jazz 1.2 S MT  MANUAL,"485,499",Non-Accidental,"34,040 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,GJ-37-B-x-xxxx,January 2016,"34,040km (13 Jan 2022)"
216,2020 Hyundai VENUE SX 1.0 GDI IMT MANUAL,"1,060,399",Non-Accidental,"8,933 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,September 2020,"8,933km (27 Dec 2021)"
217,2019 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"596,299",Non-Accidental,"17,468 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,GJ-05-R-x-xxxx,April 2019,"17,468km (22 Nov 2021)"
218,2014 Maruti Alto 800 LXI MANUAL,"245,099",Non-Accidental,"36,971 km",MANUAL,Valid upto Jan 20233rd Party,3rd Owner,Petrol,GJ-15-C-x-xxxx,March 2014,"36,971km (10 Jan 2022)"
219,2020 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"1,025,099",Non-Accidental,"15,951 km",MANUAL,Valid upto Jun 2023Third_party,1st Owner,Diesel,GJ-01-K-x-xxxx,February 2020,"15,951km (17 Jan 2022)"
220,2020 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"1,012,899",Non-Accidental,"8,979 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Diesel,GJ-07-D-x-xxxx,January 2020,"8,979km (26 Nov 2021)"
221,2020 Ford Ecosport 1.5 TITANIUM PLUS TI VCT AT MANUAL,"1,018,299",Non-Accidental,"12,718 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-12-E-x-xxxx,January 2020,"12,718km (30 Dec 2021)"
222,2017 Hyundai Grand i10 SPORTZ (O) 1.2 AT VTVT ,"607,999",Non-Accidental,"22,026 km",NA,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-15-C-x-xxxx,April 2017,"22,026km (12 Jan 2022)"
223,2016 Maruti Alto 800 LXI MANUAL,"274,999",Non-Accidental,"75,831 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Petrol,GJ-21-B-x-xxxx,June 2016,"75,831km (23 Dec 2021)"
224,2020 Hyundai VENUE S MT 1.2 KAPPA MANUAL,"875,499",Non-Accidental,"5,231 km",MANUAL,Valid upto Jun 2022Zero_Dep,1st Owner,Petrol,GJ-31-D-x-xxxx,March 2020,"5,231km (07 Nov 2021)"
225,2018 Maruti Wagon R 1.0 VXI MANUAL,"454,299",Non-Accidental,"13,529 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-H-x-xxxx,June 2018,"13,529km (10 Jan 2022)"
226,2020 Maruti Celerio ZXI  MANUAL,"512,799",Non-Accidental,"5,798 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,GJ-05-R-x-xxxx,January 2020,"5,798km (16 Nov 2021)"
227,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"515,299",Non-Accidental,"57,458 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,GJ-09-B-x-xxxx,February 2018,"57,458km (06 Jan 2022)"
228,2018 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"515,299",Non-Accidental,"55,825 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-H-x-xxxx,January 2018,"55,825km (01 Nov 2021)"
229,2018 Honda Jazz 1.2 V MT  MANUAL,"628,399",Non-Accidental,"30,450 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,GJ-06-M-x-xxxx,August 2018,"30,450km (08 Dec 2021)"
230,2018 Maruti Celerio ZXI  MANUAL,"460,199",Non-Accidental,"25,850 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-B-x-xxxx,April 2018,"25,850km (11 Jan 2022)"
231,2018 Maruti Celerio ZXI  MANUAL,"460,199",Non-Accidental,"14,753 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-B-x-xxxx,April 2018,"14,753km (29 Dec 2021)"
232,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"512,199",Non-Accidental,"26,164 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-R-x-xxxx,June 2017,"26,164km (19 Jan 2022)"
233,2019 Maruti Vitara Brezza VDI MANUAL,"809,199",Non-Accidental,"50,075 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-01-K-x-xxxx,April 2019,"50,075km (03 Dec 2021)"
234,2020 Maruti IGNIS SIGMA 1.2 K12  MANUAL,"540,499",Non-Accidental,"13,618 km",MANUAL,Valid upto Oct 2022Zero_Dep,1st Owner,Petrol,GJ-01-W-x-xxxx,October 2020,"13,618km (21 Dec 2021)"
235,2019 Maruti Vitara Brezza VDI MANUAL,"839,199",Non-Accidental,"25,451 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Diesel,GJ-01-K-x-xxxx,December 2019,"25,451km (12 Jan 2022)"
236,2018 Maruti Celerio ZXI  MANUAL,"460,199",Non-Accidental,"68,004 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-21-C-x-xxxx,October 2018,"68,004km (04 Jan 2022)"
237,2018 Maruti Celerio VXI  MANUAL,"435,399",Non-Accidental,"40,209 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,October 2018,"40,209km (10 Jan 2022)"
238,2017 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"506,699",Non-Accidental,"9,940 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-18-B-x-xxxx,October 2017,"9,940km (13 Nov 2021)"
239,2017 Hyundai Grand i10 Sportz(O) 1.2 MT MANUAL,"527,099",Non-Accidental,"100,687 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-04-C-x-xxxx,March 2017,"100,687km (23 Oct 2021)"
240,2020 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"581,099",Non-Accidental,"21,423 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,GJ-15-C-x-xxxx,January 2020,"21,423km (12 Nov 2021)"
241,2018 Maruti Wagon R 1.0 VXI MANUAL,"436,999",Non-Accidental,"69,900 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-R-x-xxxx,February 2018,"69,900km (25 Dec 2021)"
242,2017 Maruti Wagon R 1.0 VXI MANUAL,"453,199",Non-Accidental,"6,644 km",MANUAL,Valid upto Aug 2022Zero_Dep,1st Owner,Petrol,GJ-01-R-x-xxxx,June 2017,"6,644km (11 Jan 2022)"
243,2015 Honda Brio 1.2 S MT I VTEC MANUAL,"392,199",Non-Accidental,"75,168 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-05-J-x-xxxx,July 2015,"75,168km (29 Dec 2021)"
244,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"552,699",Non-Accidental,"7,158 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-R-x-xxxx,May 2017,"7,158km (18 Dec 2021)"
245,2017 Hyundai Grand i10 Sportz(O) 1.2 MT MANUAL,"538,999",Non-Accidental,"18,026 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-H-x-xxxx,December 2017,"18,026km (30 Dec 2021)"
246,2020 Maruti IGNIS SIGMA 1.2 K12  MANUAL,"540,499",Non-Accidental,"4,835 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,GJ-05-R-x-xxxx,July 2020,"4,835km (15 Nov 2021)"
247,2020 Maruti IGNIS SIGMA 1.2 K12  MANUAL,"540,499",Non-Accidental,"38,762 km",MANUAL,Valid upto Oct 2023Third_party,1st Owner,Petrol,GJ-15-C-x-xxxx,September 2020,"38,762km (20 Nov 2021)"
248,2016 Maruti Alto 800 LXI MANUAL,"296,199",Non-Accidental,"17,627 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-B-x-xxxx,November 2016,"17,627km (24 Dec 2021)"
249,2020 Maruti Alto VXI MANUAL,"399,999",Non-Accidental,"10,732 km",MANUAL,Valid upto Jun 2023Third_party,1st Owner,Petrol,GJ-02-D-x-xxxx,June 2020,"10,732km (26 Oct 2021)"
250,2017 Maruti Eeco 5 STR MANUAL,"383,099",Non-Accidental,"14,603 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-01-H-x-xxxx,December 2017,"14,603km (07 Dec 2021)"
251,2019 Maruti S PRESSO VXI PLUS ,"464,999",Non-Accidental,"12,832 km",NA,Valid upto Jan 2023Third_party,1st Owner,Petrol,GJ-27-D-x-xxxx,November 2019,"12,832km (05 Jan 2022)"
252,2020 Maruti Alto VXI PLUS MANUAL,"394,699",Non-Accidental,"5,573 km",MANUAL,Valid upto Sep 2022Zero_Dep,1st Owner,Petrol,GJ-38-B-x-xxxx,August 2020,"5,573km (28 Dec 2021)"
253,2019 Maruti Alto LXI MANUAL,"327,599",Non-Accidental,"28,041 km",MANUAL,Valid upto Sep 2022Third_party,1st Owner,Petrol,GJ-38-B-x-xxxx,September 2019,"28,041km (01 Dec 2021)"
254,2019 Maruti Alto LXI MANUAL,"340,699",Non-Accidental,"33,329 km",MANUAL,Valid upto Dec 2022Comp,1st Owner,Petrol,GJ-06-P-x-xxxx,September 2019,"33,329km (04 Jan 2022)"
255,2019 Maruti Alto LXI MANUAL,"339,699",Non-Accidental,"31,429 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-D-x-xxxx,November 2019,"31,429km (03 Jan 2022)"
256,2019 Maruti Alto LXI MANUAL,"339,599",Non-Accidental,"19,111 km",MANUAL,Valid upto Jul 2022Third Party,1st Owner,Petrol,GJ-02-D-x-xxxx,April 2019,"19,111km (13 Dec 2021)"
257,2019 Maruti Alto LXI MANUAL,"339,999",Non-Accidental,"39,795 km",MANUAL,Valid upto Nov 2022Third_party,1st Owner,Petrol,GJ-08-B-x-xxxx,December 2019,"39,795km (27 Nov 2021)"
258,2019 Maruti Alto LXI MANUAL,"340,799",Non-Accidental,"18,065 km",MANUAL,Valid upto Jul 2022Third_party,1st Owner,Petrol,GJ-08-B-x-xxxx,April 2019,"18,065km (27 Nov 2021)"
259,2019 Maruti Alto LXI MANUAL,"333,199",Non-Accidental,"17,577 km",MANUAL,Valid upto Jul 2022Third_party,1st Owner,Petrol,GJ-01-K-x-xxxx,June 2019,"17,577km (02 Jan 2022)"
260,2020 Maruti Alto VXI MANUAL,"379,999",Non-Accidental,"11,061 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-07-D-x-xxxx,December 2020,"11,061km (28 Dec 2021)"
261,2020 Maruti Alto LXI MANUAL,"365,499",Non-Accidental,"5,682 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-27-D-x-xxxx,December 2020,"5,682km (29 Dec 2021)"
262,2019 Maruti Alto LXI MANUAL,"326,199",Non-Accidental,"35,103 km",MANUAL,Valid upto May 2022Zero_Dep,1st Owner,Petrol,GJ-27-C-x-xxxx,April 2019,"35,103km (10 Dec 2021)"
263,2020 Maruti S PRESSO VXI MANUAL,"423,099",Non-Accidental,"23,068 km",MANUAL,Valid upto Oct 2022Zero_Dep,2nd Owner,Petrol,GJ-38-B-x-xxxx,September 2020,"23,068km (24 Nov 2021)"
264,2020 Maruti Alto LXI MANUAL,"363,399",Non-Accidental,"42,874 km",MANUAL,Valid upto Jan 20233rd Party,1st Owner,Petrol,GJ-37-B-x-xxxx,February 2020,"42,874km (01 Dec 2021)"
265,2020 Maruti Alto LXI MANUAL,"363,299",Non-Accidental,"39,054 km",MANUAL,Valid upto Mar 2023Third_party,1st Owner,Petrol,GJ-12-D-x-xxxx,February 2020,"39,054km (01 Nov 2021)"
266,2020 Maruti Alto LXI MANUAL,"363,599",Non-Accidental,"23,524 km",MANUAL,Valid upto Aug 2023Third_party,1st Owner,Petrol,GJ-02-D-x-xxxx,July 2020,"23,524km (21 Dec 2021)"
267,2020 Maruti Alto LXI MANUAL,"363,299",Non-Accidental,"20,604 km",MANUAL,Valid upto Nov 2023Third_party,1st Owner,Petrol,GJ-12-E-x-xxxx,November 2020,"20,604km (09 Dec 2021)"
268,2017 Maruti Alto 800 LXI MANUAL,"294,199",Non-Accidental,"73,700 km",MANUAL,Valid upto Jul 2022Zero_Dep,1st Owner,Petrol,GJ-01-R-x-xxxx,March 2017,"73,700km (13 Nov 2021)"
269,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT MANUAL,"550,799",Non-Accidental,"9,155 km",MANUAL,Valid upto Jan 20233rd Party,2nd Owner,Petrol,GJ-01-H-x-xxxx,October 2017,"9,155km (18 Nov 2021)"
